"","word","n"
"1","false flag",54
"2","fast food",32
"3","goddess totality",32
"4","pic related",25
"5","social media",25
"6","tom cruise",25
"7","iranian passport",24
"8","pizza hut",22
"9","public transportation",22
"10","minder minder",19
"11","mass shootings",18
"12","bomb bomb",16
"13","civil war",16
"14","makes sense",16
"15","border crossing",15
"16","explosives found",15
"17","anti islam",14
"18","mystery pneumonia",14
"19","public transport",14
"20","anti immigration",13
"21","death total",13
"22","rainbow bridge",13
"23","terror attack",13
"24","white women",13
"25","abuse visa",12
"26","domestic abuse",12
"27","hate jew",12
"28","media matters",12
"29","middle east",12
"30","prime minister",12
"31","pro israel",12
"32","red sea",12
"33","stop posting",12
"34","white countries",12
"35","central bank",11
"36","false flags",11
"37","jew hate",11
"38","single day",11
"39","anti semitic",10
"40","car crash",10
"41","dark elf",10
"42","draft dodging",10
"43","dumb fuck",10
"44","dying god",10
"45","hate white",10
"46","holy fuck",10
"47","jesus christ",10
"48","pattern recognition",10
"49","pneumonia anon",10
"50","sacred prostitution",10
"51","suicide watch",10
"52","terrorist attack",10
"53","world war",10
"54","anti white",9
"55","bin laden",9
"56","black rock",9
"57","blah blah",9
"58","bomb iran",9
"59","car wreck",9
"60","feed seed",9
"61","left wing",9
"62","mission impossible",9
"63","north america",9
"64","real life",9
"65","support israel",9
"66","total jew",9
"67","white country",9
"68","anti israel",8
"69","based department",8
"70","border guards",8
"71","curved swords",8
"72","drink water",8
"73","federal government",8
"74","gas chambers",8
"75","god bless",8
"76","hair loss",8
"77","jet fuel",8
"78","jew death",8
"79","larry summers",8
"80","love israel",8
"81","multiple times",8
"82","national socialist",8
"83","passport found",8
"84","penis snatcher",8
"85","pro weed",8
"86","sand niggers",8
"87","soup nazi",8
"88","south africa",8
"89","soviet union",8
"90","vast majority",8
"91","alleged homicidal",7
"92","black market",7
"93","border crossings",7
"94","classical music",7
"95","clown world",7
"96","drink milk",7
"97","entire world",7
"98","genetic dead",7
"99","god damn",7
"100","god tier",7
"101","hate niggers",7
"102","homicidal gas",7
"103","hostile country",7
"104","human history",7
"105","hydrogen cyanide",7
"106","japanese company",7
"107","minimum wage",7
"108","north korea",7
"109","olive garden",7
"110","passport reportedly",7
"111","real estate",7
"112","russian border",7
"113","shin bet",7
"114","single person",7
"115","sloppy job",7
"116","smoke weed",7
"117","south america",7
"118","white extinction",7
"119","white genocide",7
"120","white population",7
"121","anti weed",6
"122","asylum seekers",6
