"","word","n"
"1","happy birthday",192
"2","box happy",191
"3","canvas confetti",191
"4","coming weeks",191
"5","janitor acceptance",191
"6","middle east",45
"7","pic related",36
"8","civil war",27
"9","social media",26
"10","middle class",25
"11","white women",25
"12","americas commandments",24
"13","ban guns",24
"14","commandments jew",24
"15","goy shoots",24
"16","jew goy",24
"17","personal jew",24
"18","reason jew",24
"19","sole reason",24
"20","synagogue prepares",24
"21","middle eastern",20
"22","sandy hook",20
"23","western countries",19
"24","hate jew",18
"25","real life",18
"26","red barron",18
"27","anti white",17
"28","jesus christ",17
"29","left wing",17
"30","total jew",17
"31","jew death",15
"32","south park",15
"33","war crimes",15
"34","anti jew",14
"35","barker dog",14
"36","captain barker",14
"37","dog police",14
"38","ego death",14
"39","jew cock",14
"40","rational explanation",14
"41","sand niggers",14
"42","white resistance",14
"43","decent rational",13
"44","ethnic cleansing",13
"45","human shields",13
"46","race mixing",13
"47","white race",13
"48","conspiracy theories",12
"49","european paganism",12
"50","master race",12
"51","support israel",12
"52","gods chosen",11
"53","holy fuck",11
"54","nigger jew",11
"55","pro israel",11
"56","absolute truth",10
"57","aka hugh",10
"58","anti israel",10
"59","average american",10
"60","basic human",10
"61","holy bible",10
"62","holy land",10
"63","native populations",10
"64","pee pee",10
"65","russia attacked",10
"66","bad guy",9
"67","entire world",9
"68","false flag",9
"69","flat earth",9
"70","fuck jew",9
"71","human rights",9
"72","mass immigration",9
"73","mental illness",9
"74","money supply",9
"75","south africa",9
"76","anti semitic",8
"77","blue eyes",8
"78","cover stories",8
"79","entire country",8
"80","excess deaths",8
"81","federal government",8
"82","fellow white",8
"83","foreign policy",8
"84","honestly speaking",8
"85","israel jew",8
"86","jew women",8
"87","mass die",8
"88","mentally ill",8
"89","mixed race",8
"90","nigger lovers",8
"91","porn addiction",8
"92","record breaking",8
"93","slave trade",8
"94","speaking business",8
"95","western world",8
"96","white countries",8
"97","white european",8
"98","white genocide",8
"99","white guy",8
"100","american jew",7
"101","asian women",7
"102","birth rates",7
"103","blue eyed",7
"104","caste system",7
"105","draft fear",7
"106","excess death",7
"107","hate white",7
"108","jew shill",7
"109","jew slave",7
"110","love israel",7
"111","lung infecting",7
"112","mental health",7
"113","native americans",7
"114","pagan threads",7
"115","quit porn",7
"116","skin color",7
"117","slave owners",7
"118","supreme court",7
"119","tender women",7
"120","west bank",7
"121","western nations",7
"122","white american",7
"123","alien invasion",6
"124","american empire",6
"125","anti satellite",6
"126","brown eyes",6
"127","cheap labor",6
"128","clown world",6
"129","containment zones",6
"130","controlled opposition",6
"131","dead jew",6
"132","equal rights",6
"133","fake alien",6
"134","global south",6
"135","god damn",6
"136","gonna die",6
"137","gun control",6
"138","human race",6
"139","infecting variant",6
"140","jew blood",6
"141","jew hate",6
"142","jew nigger",6
"143","jew power",6
"144","jew worship",6
"145","machine operating",6
"146","modern day",6
"147","ottoman empire",6
"148","pagan projects",6
"149","political party",6
"150","political power",6
"151","pro palestinian",6
"152","roman empire",6
"153","schizo slayer",6
"154","spike protein",6
"155","supporting israel",6
"156","thou shalt",6
"157","typical jew",6
"158","video games",6
"159","white americans",6
"160","white person",6
"161","white population",6
"162","white skin",6
"163","worship jew",6
"164","attractive women",5
"165","bad trip",5
"166","burnt offering",5
"167","cannon fodder",5
"168","credit card",5
"169","daily reminder",5
"170","damage control",5
"171","dark winter",5
"172","decades ago",5
"173","european christian",5
"174","european countries",5
"175","faggot jew",5
"176","fake ass",5
"177","fast food",5
"178","fat ass",5
"179","fat fuck",5
"180","fighting instability",5
"181","final straw",5
"182","front lines",5
"183","geopolitical strategy",5
"184","girls afford",5
"185","god bless",5
"186","ground invasion",5
"187","gun laws",5
"188","hate niggers",5
"189","holy based",5
"190","jew dick",5
"191","jew god",5
"192","jew media",5
"193","jew rat",5
"194","jew space",5
"195","literal jew",5
"196","low quality",5
"197","lynching minorities",5
"198","major city",5
"199","makes sense",5
"200","mass casualties",5
"201","mass shooting",5
"202","mystery meat",5
"203","native population",5
"204","packers games",5
"205","paying taxes",5
"206","president trump",5
"207","pro immigration",5
"208","provide aid",5
"209","public health",5
"210","reading comprehension",5
"211","real world",5
"212","rich jew",5
"213","ruling class",5
"214","sand nigger",5
"215","single jew",5
"216","slave ownership",5
"217","spike proteins",5
"218","stay mad",5
"219","stolen land",5
"220","sucks jew",5
"221","taiwan egypt",5
"222","wear targets",5
"223","white house",5
"224","white jew",5
"225","white liberals",5
"226","white nationalist",5
"227","world domination",5
"228","absolute retard",4
"229","american civil",4
"230","anti depressant",4
"231","anti immigration",4
"232","anti woke",4
"233","arranged marriage",4
"234","aryan caste",4
"235","asses kicked",4
"236","blah blah",4
"237","blue collar",4
"238","boomer retard",4
"239","bronze age",4
"240","central banking",4
"241","china russia",4
"242","choices pick",4
"243","coal burners",4
"244","cognitive dissonance",4
"245","cold war",4
"246","comfy happening",4
"247","completely obliterated",4
"248","concrete box",4
"249","conspiracy theory",4
"250","crisis actors",4
"251","cry harder",4
"252","cum guzzling",4
"253","declaring war",4
"254","deployed forces",4
"255","depressant related",4
"256","digital fiat",4
"257","donald trump",4
"258","dumb faggot",4
"259","dumb fuck",4
"260","east asian",4
"261","easy mode",4
"262","economic class",4
"263","education system",4
"264","employer china",4
"265","entire generation",4
"266","entry level",4
"267","exist anymore",4
"268","fairy tales",4
"269","fallen angels",4
"270","false dichotomy",4
"271","feel lucky",4
"272","feet pics",4
"273","flight review",4
"274","forward deployed",4
"275","founding fathers",4
"276","free food",4
"277","fruitful conversations",4
"278","geographic position",4
"279","george floyd",4
"280","german americans",4
"281","golden age",4
