"","word","n"
"1","energy drinks",36
"2","false flag",31
"3","flag false",27
"4","white race",21
"5","makes sense",19
"6","jesus christ",18
"7","jew organization",17
"8","slide threads",17
"9","stop replying",17
"10","fresh air",16
"11","middle class",16
"12","pic related",16
"13","race mixing",16
"14","topic garbage",16
"15","anti white",15
"16","climate change",15
"17","threads stop",15
"18","black women",14
"19","gay sex",14
"20","mentally ill",14
"21","public domain",14
"22","white women",13
"23","controlled opposition",12
"24","mental illness",12
"25","social media",11
"26","aka wisdom",10
"27","black cube",10
"28","counter offensive",10
"29","jerome testosterone",10
"30","russian tanks",10
"31","testosterone aka",10
"32","armed forces",9
"33","boat ride",9
"34","cannon fodder",9
"35","cope cages",9
"36","diversity hires",9
"37","holy fuck",9
"38","middle east",9
"39","political party",9
"40","real estate",9
"41","real world",9
"42","western tanks",9
"43","white person",9
"44","blah blah",8
"45","civil war",8
"46","competency crisis",8
"47","donald trump",8
"48","energy drink",8
"49","federal reserve",8
"50","gay boat",8
"51","god damn",8
"52","god exists",8
"53","hate jew",8
"54","keith woods",8
"55","latin america",8
"56","lips sink",8
"57","live action",8
"58","loose lips",8
"59","minimum wage",8
"60","nigger women",8
"61","pro white",8
"62","real life",8
"63","tropical depression",8
"64","video game",8
"65","weeks ago",8
"66","white guy",8
"67","world war",8
"68","amusement park",7
"69","draft dodgers",7
"70","girl called",7
"71","human body",7
"72","invincible tank",7
"73","larry sinclair",7
"74","losing territory",7
"75","mass immigration",7
"76","proxy war",7
"77","russian army",7
"78","south africa",7
"79","spoiled girl",7
"80","teach kids",7
"81","video games",7
"82","wait wait",7
"83","western tank",7
"84","white countries",7
"85","white males",7
"86","air circulation",6
"87","average wage",6
"88","capacitors swollen",6
"89","common sense",6
"90","creation story",6
"91","damage control",6
"92","east coast",6
"93","eastern european",6
"94","english speaking",6
"95","fat fuck",6
"96","fighting age",6
"97","free speech",6
"98","hard drugs",6
"99","haven sheikh",6
"100","heart attack",6
"101","human race",6
"102","jew hate",6
"103","median age",6
"104","military alliance",6
"105","military service",6
"106","natural born",6
"107","net positive",6
"108","nuclear war",6
"109","orthodox jew",6
"110","paper tiger",6
"111","pop culture",6
"112","prime minister",6
"113","promoting freedom",6
"114","quality weed",6
"115","retard faggot",6
"116","retard nigger",6
"117","rich history",6
"118","russian propaganda",6
"119","russian shill",6
"120","screen shot",6
"121","sink ships",6
"122","slav wars",6
"123","smoke weed",6
"124","smoking crack",6
"125","smoking weed",6
"126","soviet union",6
