"","word","n"
"1","jeb jeb",206
"2","coming weeks",191
"3","janitor acceptance",191
"4","white women",47
"5","social media",44
"6","strange love",38
"7","anti white",34
"8","haven sheikh",28
"9","lose weight",24
"10","middle class",24
"11","minimum wage",24
"12","pic related",24
"13","fast food",23
"14","makes sense",20
"15","ugly lies",20
"16","debunked fake",19
"17","lies damn",19
"18","feature shared",18
"19","black women",17
"20","visit india",17
"21","jew worshipping",16
"22","mentally ill",15
"23","white guy",15
"24","fat fuck",14
"25","gun control",14
"26","real life",14
"27","text text",14
"28","wing atheists",14
"29","jesus christ",13
"30","left wing",13
"31","anti christian",12
"32","middle east",12
"33","weight loss",12
"34","white trash",12
"35","bill gates",11
"36","copy paste",11
"37","jew shill",11
"38","pay attention",11
"39","white race",11
"40","world war",11
"41","bitch ass",10
"42","climate change",10
"43","clown world",10
"44","common sense",10
"45","daily reminder",10
"46","fake white",10
"47","federal government",10
"48","fuck jew",10
"49","health insurance",10
"50","jew power",10
"51","law enforcement",10
"52","lose muscles",10
"53","mental illness",10
"54","moon landing",10
"55","natural resources",10
"56","underage girls",10
"57","black guy",9
"58","booster shots",9
"59","days ago",9
"60","democratic party",9
"61","donald trump",9
"62","entire world",9
"63","food stamps",9
"64","god damn",9
"65","hindi language",9
"66","hoe ass",9
"67","living wage",9
"68","meet white",9
"69","million dollar",9
"70","modern day",9
"71","months ago",9
"72","normie social",9
"73","pay taxes",9
"74","screen shot",9
"75","soviet union",9
"76","white countries",9
"77","women profile",9
"78","ass hoe",8
"79","child abuse",8
"80","civil war",8
"81","cool friend",8
"82","corn syrup",8
"83","east coast",8
"84","fake tinder",8
"85","false flag",8
"86","federal reserve",8
"87","founding fathers",8
"88","free speech",8
"89","gen alpha",8
"90","green eyes",8
"91","healthy habits",8
"92","hot white",8
"93","jew women",8
"94","jew worshipper",8
"95","lion king",8
"96","local economy",8
"97","mass immigration",8
"98","national socialism",8
"99","shill recruitment",8
"100","smoke detectors",8
"101","spiritual gifts",8
"102","suicide live",8
"103","teachings morals",8
"104","tinder profile",8
"105","twin towers",8
"106","vast majority",8
"107","vote democrat",8
"108","voting trump",8
"109","american jew",7
"110","american women",7
"111","ass jew",7
"112","bank account",7
"113","billion dollars",7
"114","black sea",7
"115","catholic church",7
"116","controlled demolition",7
"117","couple days",7
"118","dumb fuck",7
"119","dutch police",7
"120","human race",7
"121","intelligent democrats",7
"122","jew agenda",7
"123","jew community",7
"124","middle eastern",7
"125","modern women",7
"126","ottoman empire",7
"127","parking lot",7
"128","political party",7
"129","public school",7
"130","star trek",7
"131","stop eating",7
"132","tax dollars",7
"133","total amount",7
"134","western countries",7
"135","white male",7
"136","white person",7
"137","women hate",7
"138","american white",6
"139","animal abuse",6
"140","attack christianity",6
"141","average american",6
"142","black market",6
"143","business owners",6
"144","cold approach",6
"145","cold war",6
"146","drink water",6
"147","drinking alcohol",6
"148","dumb nigger",6
"149","ethnic replacement",6
"150","facial hair",6
"151","faggot ass",6
"152","fake moon",6
"153","fertility rates",6
"154","food workers",6
"155","gentile women",6
"156","god bless",6
"157","hate white",6
"158","health care",6
"159","history origin",6
"160","income inequality",6
"161","ink jew",6
"162","isis fighters",6
"163","jew studies",6
"164","language schools",6
"165","law history",6
"166","lean beef",6
"167","life expectancy",6
"168","liquid nitrogen",6
"169","mainstream media",6
"170","medical school",6
"171","million dollars",6
"172","million jew",6
"173","morals philosophy",6
"174","multiple times",6
"175","national socialist",6
"176","native americans",6
"177","normal person",6
"178","philosophy law",6
"179","pro immigration",6
"180","pro israel",6
"181","rabbi meir",6
"182","real job",6
"183","retard brother",6
"184","romanian language",6
"185","saudi arabia",6
"186","school photo",6
"187","serbia love",6
"188","shill operation",6
"189","single person",6
"190","soft drinks",6
"191","start killing",6
"192","stolen land",6
"193","supported christianity",6
"194","taco bell",6
"195","thyroid cancer",6
"196","toll paid",6
"197","total energy",6
"198","ukraine shill",6
"199","unsafe drugs",6
"200","video games",6
"201","weight training",6
"202","white european",6
"203","white genocide",6
"204","wing corporations",6
"205","absolutely repulsive",5
"206","allowing jew",5
"207","anne frank",5
"208","anti judaism",5
"209","approach women",5
"210","approaching women",5
"211","arsenals poses",5
"212","biggest issue",5
"213","birth rate",5
"214","black ass",5
"215","block apartment",5
"216","broad daylight",5
"217","call centre",5
"218","cannon fodder",5
"219","child sex",5
"220","city council",5
"221","civil rights",5
"222","conscious actions",5
"223","consecutive bump",5
"224","crime scene",5
"225","cultural christian",5
"226","delivery driver",5
"227","delivery fee",5
"228","directly promotes",5
"229","donald duck",5
"230","double digit",5
"231","enter deleted",5
"232","entire jew",5
"233","essentially advertising",5
