"","word","n"
"1","coming weeks",196
"2","janitor acceptance",196
"3","death total",125
"4","spik death",104
"5","total spik",104
"6","average law",56
"7","law student",56
"8","nigger jew",43
"9","jew nigger",40
"10","anti white",38
"11","haven sheikh",38
"12","white women",35
"13","strange love",34
"14","pic related",30
"15","fuck white",26
"16","social media",25
"17","holy fuck",18
"18","real life",17
"19","ethnic russians",16
"20","hard drugs",16
"21","white trash",16
"22","white race",15
"23","donald duck",14
"24","mentally ill",14
"25","middle east",14
"26","screen shot",14
"27","white guy",14
"28","civil war",13
"29","real estate",13
"30","red deer",13
"31","south india",13
"32","sri lanka",13
"33","vast majority",13
"34","brain damage",12
"35","jesus christ",12
"36","palm beach",12
"37","saving lives",12
"38","anti american",11
"39","dumb nigger",11
"40","entire country",11
"41","free speech",11
"42","french revolution",11
"43","grocery store",11
"44","makes sense",11
"45","mental health",11
"46","million dollars",11
"47","north india",11
"48","south africa",11
"49","world war",11
"50","critical thinking",10
"51","exact opposite",10
"52","god bless",10
"53","hate jew",10
"54","hate niggers",10
"55","mass immigration",10
"56","north america",10
"57","political situation",10
"58","sick fuck",10
"59","white christian",10
"60","white genocide",10
"61","white girls",10
"62","clown world",9
"63","cold war",9
"64","days ago",9
"65","flat earth",9
"66","foreign aid",9
"67","god damn",9
"68","government shutdown",9
"69","hard times",9
"70","harry potter",9
"71","multiple times",9
"72","pay taxes",9
"73","space exploration",9
"74","ukrainian soldiers",9
"75","casual sol",8
"76","charles bronson",8
"77","defense budget",8
"78","ding dong",8
"79","false flag",8
"80","feature shared",8
"81","german government",8
"82","german public",8
"83","gym membership",8
"84","health care",8
"85","irish catholic",8
"86","irish lad",8
"87","life support",8
"88","push ups",8
"89","real communism",8
"90","russian soldiers",8
"91","sol enjoyer",8
"92","tax money",8
"93","tree felling",8
"94","walkable cities",8
"95","war machine",8
"96","western countries",8
"97","white country",8
"98","words words",8
"99","air force",7
"100","antarctic treaty",7
"101","anti jew",7
"102","asian women",7
"103","bad guy",7
"104","based fuck",7
"105","bed bugs",7
"106","biggest fan",7
"107","black demon",7
"108","black sea",7
"109","confederate flag",7
"110","donald trump",7
"111","enemy territory",7
"112","ethnic russian",7
"113","european countries",7
"114","feel bad",7
"115","foreign office",7
"116","gay ass",7
"117","hate women",7
"118","hells angels",7
"119","human history",7
"120","human rights",7
"121","inside job",7
"122","manual labor",7
"123","middle school",7
"124","modern world",7
"125","nazi party",7
"126","nigger loving",7
"127","outer space",7
"128","property tax",7
"129","rat jew",7
"130","real question",7
"131","red pill",7
"132","territorial waters",7
"133","treaty section",7
"134","white girl",7
"135","white house",7
"136","white white",7
"137","abortion rate",6
"138","ageing population",6
"139","america serum",6
"140","american citizens",6
"141","american women",6
"142","anti nigger",6
"143","arranged marriages",6
"144","attrition wars",6
"145","awful taste",6
"146","basic logic",6
"147","basic tree",6
"148","brutally murdered",6
"149","captain america",6
"150","cognitive dissonance",6
"151","common sense",6
"152","decades ago",6
"153","decent body",6
"154","demographic collapse",6
"155","economic situation",6
"156","executive rich",6
"157","felling principles",6
"158","frankfurt school",6
"159","fuck niggers",6
"160","fuck ups",6
"161","garish collage",6
"162","god awful",6
"163","gonna happen",6
"164","gym culture",6
"165","hobo life",6
"166","illegal alien",6
"167","jew shill",6
"168","left wing",6
"169","lift weights",6
"170","magic captain",6
"171","medical school",6
"172","melting pot",6
"173","middle class",6
"174","middle eastern",6
"175","money pit",6
"176","mystery meat",6
"177","nigger worship",6
"178","nuclear attack",6
"179","pole born",6
"180","political party",6
"181","property taxes",6
"182","rape baby",6
"183","roman empire",6
"184","ruling class",6
"185","russian military",6
"186","shrinking ageing",6
"187","single day",6
"188","smart blacks",6
"189","soldiers fighting",6
"190","south america",6
"191","step mother",6
"192","taking steroids",6
"193","theme song",6
"194","times create",6
"195","video games",6
"196","walkable city",6
"197","wars favor",6
"198","white countries",6
"199","white european",6
"200","white male",6
"201","white person",6
"202","african american",5
"203","american government",5
"204","ancient times",5
"205","arranged marriage",5
"206","bath salts",5
"207","birth rate",5
"208","black cube",5
"209","blond hair",5
"210","blue eyed",5
"211","booster shot",5
"212","brown skinned",5
"213","cannon fodder",5
"214","catholic church",5
"215","central bank",5
"216","climate change",5
"217","coast guard",5
"218","commercial operations",5
"219","controlled opposition",5
"220","data centers",5
"221","declares war",5
"222","drug dealers",5
"223","entire region",5
"224","entire world",5
"225","ethiopian jew",5
"226","fast food",5
"227","fighting age",5
"228","founding fathers",5
"229","game theory",5
"230","gay niggers",5
"231","genetic trash",5
"232","german foreign",5
"233","green card",5
"234","hate speech",5
"235","history repeats",5
"236","illegal immigrants",5
"237","internal stability",5
"238","jew president",5
"239","manual labour",5
"240","met hem",5
"241","military alliance",5
"242","million dollar",5
"243","minimum wage",5
"244","money laundering",5
"245","moon landing",5
"246","morning sir",5
"247","national trust",5
"248","nigger dick",5
"249","north africa",5
"250","peace deal",5
"251","political implications",5
"252","population density",5
"253","president donald",5
"254","pro russia",5
"255","pro russian",5
"256","property values",5
"257","public school",5
"258","public sculpture",5
"259","race mixing",5
"260","real world",5
"261","rebel icon",5
"262","reconquer land",5
"263","robin hood",5
"264","russian soldier",5
"265","sand niggers",5
"266","save lives",5
"267","scale war",5
"268","sen dianne",5
"269","sign language",5
"270","single republican",5
"271","single women",5
"272","slave race",5
"273","south asian",5
"274","space hotel",5
"275","space program",5
"276","spending trillions",5
"277","tax rate",5
"278","visit india",5
"279","war started",5
"280","weed hash",5
"281","white canadian",5
"282","white identity",5
"283","white supremacy",5
"284","wishful thinking",5
"285","worship niggers",5
"286","absolutely based",4
"287","absolutely retard",4
"288","activity operations",4
"289","actual country",4
"290","actual murder",4
"291","african countries",4
"292","aid ukraine",4
"293","american city",4
"294","american enthusiasm",4
"295","american jew",4
"296","ancestral european",4
"297","ancient tree",4
"298","anime girl",4
"299","anti german",4
"300","anti immigrant",4
"301","anti semite",4
"302","anti semitic",4
"303","anti war",4
"304","anus nigger",4
"305","appraiser determines",4
"306","armed forces",4
"307","army war",4
"308","asylum seekers",4
"309","average age",4
"310","average person",4
"311","average white",4
"312","billion euros",4
"313","birth rates",4
"314","black guy",4
"315","black sites",4
"316","black women",4
"317","blacks torching",4
"318","blond blue",4
"319","break bronson",4
"320","breed anymore",4
"321","brown hair",4
"322","brown hands",4
"323","build drones",4
"324","buried treasure",4
"325","canadian government",4
"326","cane sugar",4
"327","carrier fleet",4
"328","caste system",4
"329","central asia",4
"330","cheese steak",4
"331","china virus",4
"332","chink spy",4
"333","close borders",4
"334","close proximity",4
"335","collapse anymore",4
"336","collapse faster",4
"337","combat losses",4
"338","competitive alternative",4
"339","completely disregard",4
"340","conscription videos",4
"341","conspiracy theorists",4
"342","constantly flail",4
"343","continental shelf",4
"344","cope harder",4
"345","cost fallacy",4
"346","costs double",4
"347","create soft",4
"348","current conflict",4
"349","decade ago",4
"350","defense spending",4
"351","delicious meals",4
"352","depopulate russia",4
"353","disgusting mongol",4
"354","dissolve russia",4
"355","drug addicts",4
"356","eat fish",4
"357","economical zone",4
"358","elementary school",4
"359","empty brains",4
"360","entire population",4
"361","eventually happen",4
"362","exclusive economical",4
"363","exert force",4
"364","exit strategy",4
"365","faggot nigger",4
"366","fall convention",4
"367","falls church",4
"368","fat ass",4
"369","feel free",4
"370","fellow jew",4
"371","fewer children",4
"372","filtered piss",4
"373","filthy jew",4
"374","florida property",4
"375","food security",4
"376","forever nope",4
"377","frame generation",4
"378","free choice",4
"379","friendly reminder",4
"380","fuck yeah",4
"381","gain strength",4
"382","gang violence",4
"383","gay marriage",4
"384","gene pool",4
"385","gigantic sunk",4
"386","golden retriever",4
"387","gym goers",4
"388","gym muscles",4
"389","hans chinese",4
"390","happenings ireland",4
"391","health issues",4
"392","heart palpitations",4
"393","heinous acts",4
"394","het land",4
