"","word","n"
"1","coming weeks",190
"2","janitor acceptance",190
"3","white women",133
"4","white male",72
"5","social engineering",35
"6","chinese shill",32
"7","official chinese",32
"8","shill paid",32
"9","strange love",30
"10","makes sense",26
"11","pic related",26
"12","social media",24
"13","civil war",23
"14","real life",21
"15","video games",21
"16","anti white",20
"17","feel bad",20
"18","roman empire",19
"19","inherently sexual",18
"20","red barron",18
"21","saudi arabia",18
"22","jesus christ",17
"23","racial social",17
"24","attention seeking",16
"25","resist evil",16
"26","blah blah",15
"27","holy fuck",15
"28","mass immigration",15
"29","porn industry",15
"30","toll paid",15
"31","andrew tate",14
"32","ban pornography",14
"33","biggest fan",14
"34","political implications",14
"35","synthetic telepathy",14
"36","adam green",13
"37","average age",13
"38","police force",13
"39","asian women",12
"40","change flag",12
"41","fast food",12
"42","mental health",12
"43","middle east",12
"44","mind control",12
"45","racial praise",12
"46","real women",12
"47","born white",11
"48","catholic church",11
"49","multiple times",11
"50","nigger lover",11
"51","video game",11
"52","gas prices",10
"53","holy roman",10
"54","jew god",10
"55","jew religion",10
"56","middle class",10
"57","music charts",10
"58","national socialism",10
"59","social shaming",10
"60","south america",10
"61","white guy",10
"62","world countries",10
"63","controlled opposition",9
"64","decades ago",9
"65","entire world",9
"66","god bless",9
"67","human history",9
"68","human race",9
"69","lives matter",9
"70","mental illness",9
"71","national socialists",9
"72","niggers nigger",9
"73","pay attention",9
"74","respect women",9
"75","russian soldiers",9
"76","silent hill",9
"77","ukraine war",9
"78","white race",9
"79","white supremacy",9
"80","anti racist",8
"81","auto workers",8
"82","average american",8
"83","black sea",8
"84","christian organization",8
"85","clown world",8
"86","free speech",8
"87","jew heritage",8
"88","jew shill",8
"89","law enforcement",8
"90","nigger invasion",8
"91","nigger loving",8
"92","police officers",8
"93","presidential election",8
"94","real fight",8
"95","red blooded",8
"96","speak english",8
"97","super power",8
"98","taylor swift",8
"99","toilet paper",8
"100","upper class",8
"101","vast majority",8
"102","watch hundreds",8
"103","western world",8
"104","white kids",8
"105","white trash",8
"106","world racial",8
"107","american culture",7
"108","anti christian",7
"109","anti russian",7
"110","birth rates",7
"111","canadian parliament",7
"112","climate change",7
"113","completely overrun",7
"114","double digit",7
"115","federal reserve",7
"116","jew fuck",7
"117","jew hate",7
"118","killed hundreds",7
"119","land war",7
"120","left wing",7
"121","liberal white",7
"122","mentally ill",7
"123","million dollars",7
"124","modern culture",7
"125","music industry",7
"126","mystery meat",7
"127","northern european",7
"128","penis size",7
"129","picket line",7
"130","public transportation",7
"131","racial industry",7
"132","real world",7
"133","shill threads",7
"134","social security",7
"135","soldiers die",7
"136","western countries",7
"137","white girl",7
"138","white world",7
"139","women sit",7
"140","america desperately",6
"141","american niggers",6
"142","army war",6
"143","artificial intelligence",6
"144","average women",6
"145","biggest event",6
"146","birth rate",6
"147","blue eyes",6
"148","brain dead",6
"149","caliber bullets",6
"150","cognitive dissonance",6
"151","common sense",6
"152","days ago",6
"153","dumb nigger",6
"154","entire life",6
"155","entire purpose",6
"156","european nations",6
"157","fighter jets",6
"158","forgot pic",6
"159","friendly reminder",6
"160","fuck niggers",6
"161","fuck sake",6
"162","global police",6
"163","god damn",6
"164","hate niggers",6
"165","heritage folklore",6
"166","ice officer",6
"167","imagine believing",6
"168","involves throwing",6
"169","jew prophecy",6
"170","jew run",6
"171","julius alexander",6
"172","media porn",6
"173","military equipment",6
