"","word","n"
"1","theo von",180
"2","goyim death",50
"3","total goyim",49
"4","death total",47
"5","middle east",42
"6","white women",39
"7","daily reminder",33
"8","commie faggot",29
"9","faggot john",28
"10","pic related",27
"11","civil war",26
"12","star trek",25
"13","mind control",24
"14","pro israel",24
"15","special forces",22
"16","supporting israel",22
"17","hate jew",21
"18","real estate",21
"19","social media",21
"20","american patriot",20
"21","jew women",20
"22","secret military",20
"23","israel sells",19
"24","left wing",19
"25","embed embed",18
"26","war criminals",18
"27","anti semitic",17
"28","controlled opposition",17
"29","israel treason",17
"30","jew death",17
"31","makes supporting",17
"32","paid shill",17
"33","total jew",17
"34","human rights",16
"35","israel threads",16
"36","lend lease",16
"37","toll paid",16
"38","treason israel",16
"39","war crimes",16
"40","white genocide",16
"41","academic leftist",15
"42","jew shill",15
"43","leftist losers",15
"44","positions raid",15
"45","pseudo academic",15
"46","trans rights",15
"47","coffee shop",14
"48","false flag",14
"49","professional spaniard",14
"50","real life",14
"51","white race",14
"52","anti white",13
"53","bots death",13
"54","feminist threads",13
"55","food banks",13
"56","makes sense",13
"57","navy seals",13
"58","derogatory term",12
"59","ethnic cleansing",12
"60","hate israel",12
"61","military aid",12
"62","support israel",12
"63","armed forces",11
"64","central bank",11
"65","jew power",11
"66","mass immigration",11
"67","meridian capital",11
"68","middle class",11
"69","organized crime",11
"70","real women",11
"71","south america",11
"72","soviet union",11
"73","white guy",11
"74","active tanks",10
"75","climate activists",10
"76","corn syrup",10
"77","drug money",10
"78","mathew north",10
"79","means land",10
"80","mentally ill",10
"81","months ago",10
"82","public opinion",10
"83","real war",10
"84","space travel",10
"85","world war",10
"86","aka jew",9
"87","anne frank",9
"88","anti christian",9
"89","armistice day",9
"90","coffee shops",9
"91","criminal tribe",9
"92","debt free",9
"93","domestic violence",9
"94","entire world",9
"95","feds due",9
"96","free speech",9
"97","god bless",9
"98","jew president",9
"99","lying jew",9
"100","massive amounts",9
"101","president trump",9
"102","saudi arabia",9
"103","talmud torah",9
"104","tax dollars",9
"105","wall street",9
"106","white american",9
"107","white countries",9
"108","white house",9
"109","assembly lines",8
"110","biggest industrial",8
"111","bill gates",8
"112","black cube",8
"113","body activity",8
"114","bomb bomb",8
"115","capital raided",8
"116","damage control",8
"117","electric blips",8
"118","european friends",8
"119","federal government",8
"120","feel bad",8
"121","finger lakes",8
"122","friendly reminder",8
"123","gang rape",8
"124","hate white",8
"125","house flipping",8
"126","industrial exporter",8
"127","jesus christ",8
"128","law enforcement",8
"129","live president",8
"130","male voice",8
"131","mental illness",8
"132","nigger jew",8
"133","phone call",8
"134","president donald",8
"135","pretty based",8
"136","report sage",8
"137","running mate",8
"138","vice president",8
"139","video live",8
"140","voice activated",8
"141","western world",8
"142","white males",8
"143","white supremacy",8
"144","american moon",7
"145","anomalies research",7
"146","antarctic treaty",7
"147","avoid seed",7
"148","bunkers anomalies",7
"149","call american",7
"150","caste indian",7
"151","cell foreskin",7
"152","century map",7
"153","chaos magic",7
"154","china russia",7
"155","civil rights",7
"156","claim meddling",7
"157","cold brew",7
"158","cookies anne",7
"159","diet avoid",7
"160","dragon ball",7
"161","esoteric political",7
"162","fetus cells",7
"163","german engineers",7
"164","god gene",7
"165","gold standard",7
"166","hanan explore",7
"167","hardware backdoor",7
"168","holy fuck",7
"169","ice cream",7
"170","jew controlled",7
"171","jew lie",7
"172","jorge claim",7
"173","lakes tattoo",7
"174","laser beam",7
"175","leak antarctic",7
"176","lost footage",7
"177","mac terrain",7
"178","map john",7
"179","maxwell submersible",7
"180","meddling elections",7
"181","military bunkers",7
"182","military personnel",7
"183","million cookies",7
"184","moon lost",7
"185","mormon origin",7
"186","native americans",7
"187","natural resources",7
"188","operation center",7
"189","pentagram map",7
"190","political topics",7
"191","professional israel",7
"192","recruitment video",7
"193","reminder israel",7
"194","research buoy",7
"195","retard faggot",7
"196","saturn black",7
"197","school shootings",7
"198","seed oil",7
"199","shill operation",7
"200","shill recruitment",7
"201","silent hill",7
"202","single person",7
"203","sir walter",7
"204","stem cell",7
"205","submersible tunnel",7
"206","symbol missing",7
"207","syrup poison",7
"208","tattoo silent",7
"209","team jorge",7
"210","terrain theory",7
"211","theory etymology",7
"212","treaty admiral",7
"213","vast majority",7
"214","violence advocate",7
"215","western countries",7
"216","white person",7
"217","affirmative action",6
"218","aleph alpha",6
"219","american christian",6
"220","americans struggle",6
"221","average american",6
"222","based fuck",6
"223","based stuff",6
"224","beheaded babies",6
"225","black women",6
"226","blah blah",6
"227","blood pressure",6
"228","born lucky",6
"229","bronze age",6
"230","brown rats",6
"231","bull market",6
"232","check ties",6
"233","christian pioneers",6
"234","dead jew",6
"235","drag queen",6
"236","dual citizenship",6
"237","entire country",6
"238","false prophet",6
"239","filthy jew",6
"240","fraud meridian",6
"241","freddie mac",6
"242","genocide convention",6
"243","german tanks",6
"244","god damn",6
"245","god emperor",6
"246","imposing conditions",6
"247","israel government",6
"248","israel jew",6
"249","jew control",6
"250","kill cops",6
"251","left bank",6
"252","lindsey graham",6
"253","max spiers",6
"254","metal spacecraft",6
"255","middle aged",6
"256","military failed",6
"257","military parade",6
"258","modern day",6
"259","national socialism",6
"260","north korea",6
"261","passive income",6
"262","political solutions",6
"263","portion control",6
"264","pro russian",6
"265","race mixing",6
"266","racist feelings",6
"267","raise cash",6
"268","rand paul",6
"269","rap lyrics",6
"270","real jew",6
"271","red pill",6
"272","retard brother",6
"273","russian military",6
"274","secret societies",6
"275","skilled workers",6
"276","socialist worker",6
"277","southern border",6
"278","special operations",6
"279","stock market",6
"280","talking head",6
"281","total nigger",6
"282","ukraine war",6
"283","video game",6
"284","west bank",6
"285","western mic",6
"286","white children",6
"287","white deserve",6
"288","women looked",6
"289","active measures",5
"290","activity data",5
"291","american jew",5
"292","andrew tate",5
"293","anti establishment",5
"294","army intelligence",5
"295","average german",5
"296","bad guy",5
"297","based russia",5
"298","black guy",5
"299","blonde hair",5
"300","brave browser",5
"301","cap gown",5
"302","chris christie",5
"303","christian country",5
"304","climate change",5
"305","clown world",5
"306","commie blocks",5
"307","conservative politician",5
"308","control operations",5
"309","copy paste",5
"310","dead sea",5
"311","death threats",5
"312","drug cocktails",5
"313","dumb faggot",5
"314","earn money",5
"315","eastern european",5
"316","european countries",5
"317","food bank",5
"318","free food",5
"319","free money",5
"320","fried chicken",5
"321","gay sex",5
"322","global financial",5
"323","golden plaques",5
"324","growing exponentially",5
"325","growth industry",5
"326","hate speech",5
"327","heinous acts",5
"328","highly successful",5
"329","homeless schizo",5
"330","individuals controlled",5
"331","industrial complex",5
"332","intelligence officers",5
"333","israel masons",5
"334","israel reminder",5
"335","israel simply",5
"336","israel special",5
"337","israel women",5
"338","jew demand",5
"339","jew hate",5
"340","jew rule",5
"341","kay suggested",5
"342","kill palestinians",5
"343","leading role",5
"344","literally free",5
"345","living expenses",5
"346","mass migration",5
"347","mass murder",5
"348","masturbation machines",5
"349","meet women",5
"350","mental health",5
"351","military bases",5
"352","military industrial",5
"353","military military",5
"354","minimum wage",5
"355","money pays",5
"356","national socialist",5
"357","net worth",5
"358","north america",5
"359","nuclear power",5
"360","nuclear war",5
"361","occupied territories",5
"362","opium wars",5
"363","pretty chill",5
"364","prime prospects",5
"365","real world",5
"366","roman antiquity",5
"367","samson option",5
"368","san francisco",5
"369","schizo chad",5
"370","sea scrolls",5
"371","secondary weapons",5
"372","silence reigns",5
"373","skin color",5
"374","skull bones",5
"375","solar storm",5
"376","south africa",5
"377","special operation",5
"378","status symbol",5
"379","stupid faggot",5
"380","successful opium",5
"381","syrian kid",5
"382","tim scott",5
"383","trophy system",5
"384","trump hat",5
"385","video games",5
"386","war heroes",5
"387","warfare weapons",5
"388","wars model",5
"389","weapons sales",5
"390","weapons selling",5
"391","western nations",5
"392","white christian",5
"393","white girls",5
"394","act white",4
"395","acting white",4
"396","acts abroad",4
"397","air cover",4
"398","alien agenda",4
"399","alpha males",4
"400","american lend",4
"401","american military",4
"402","ancient aliens",4
"403","anti israel",4
"404","anti latvian",4
"405","anti russian",4
"406","anti semite",4
"407","anti tank",4
"408","anti trump",4
"409","artificial intelligence",4
"410","assembly line",4
"411","asset class",4
"412","attack attack",4
"413","awful sleep",4
"414","babies nationalistic",4
"415","bad goy",4
"416","bad idea",4
"417","balls deep",4
"418","based pensions",4
"419","basic maintenance",4
"420","belarus pakistan",4
"421","biomedical engineering",4
"422","black budget",4
"423","blue eyed",4
"424","blue eyes",4
"425","brain tonight",4
"426","british empire",4
"427","buy gold",4
"428","capital based",4
"429","captain dead",4
"430","captured russian",4
"431","car battery",4
"432","cardboard shack",4
"433","cashless cards",4
"434","caste system",4
"435","catholic church",4
"436","certification designation",4
"437","character similar",4
"438","child sex",4
"439","child spared",4
"440","church history",4
"441","civil sector",4
"442","civilian ship",4
"443","cold blooded",4
"444","cold war",4
"445","combined arms",4
"446","committing heinous",4
"447","constant reminder",4
"448","constant stream",4
"449","controlled media",4
"450","cope bet",4
"451","cope cages",4
"452","cops kill",4
"453","corrupt hellhole",4
"454","country music",4
"455","curb stomp",4
"456","current trip",4
"457","cushy offices",4
"458","dark ages",4
"459","dark triad",4
"460","dead heroes",4
"461","death penalty",4
"462","deep admiration",4
"463","deeper understanding",4
"464","defence industries",4
"465","defunct material",4
"466","delta force",4
"467","depicts specific",4
"468","desert storm",4
"469","direct result",4
"470","diver suit",4
"471","diversity hires",4
"472","dollars wasted",4
"473","dominican republic",4
"474","draft notice",4
"475","drinking russian",4
"476","dumb fuck",4
"477","economic conditions",4
"478","elder scrolls",4
"479","electric universe",4
"480","enemy opponent",4
"481","environmental nationalism",4
"482","ethnic british",4
"483","eugenics bad",4
"484","european armed",4
"485","european community",4
"486","executed israel",4
"487","expecting retaliation",4
"488","faggot trans",4
"489","fake ass",4
"490","federal reserve",4
"491","feel free",4
"492","female judge",4
"493","fighter nigger",4
"494","financial system",4
"495","fine german",4
"496","flat earth",4
"497","forces treaty",4
"498","frame house",4
"499","free fiat",4
"500","free pizza",4
"501","fun toys",4
"502","future demographic",4
"503","gang stalking",4
"504","german culture",4
"505","german engineering",4
"506","german jew",4
"507","german politicians",4
"508","gonna crash",4
"509","google translation",4
"510","graphic content",4
"511","gray zone",4
"512","grey fleet",4
"513","grocery stores",4
"514","guy guy",4
"515","hates jew",4
"516","hates white",4
"517","heavy equipment",4
"518","hey jude",4
"519","highly ranked",4
"520","huge losses",4
"521","human existence",4
"522","human history",4
"523","human trafficking",4
"524","hungary proposes",4
"525","imagine thinking",4
"526","inept politicians",4
"527","influential lobby",4
"528","informational political",4
"529","iran interfere",4
"530","irish unification",4
"531","islamic chronology",4
"532","israel amigos",4
"533","israel google",4
"534","jew family",4
"535","jew fuck",4
"536","jew killed",4
"537","jew organizations",4
"538","jew overlords",4
"539","jew owns",4
"540","jew propaganda",4
"541","kathleen sullivan",4
"542","kevin bacon",4
"543","kill americans",4
"544","kill jew",4
"545","killing children",4
"546","killing civilians",4
"547","kino fashion",4
"548","latvian pro",4
"549","leaning moderates",4
"550","leave rail",4
"551","life expectancy",4
"552","light skin",4
"553","literally brown",4
"554","lives property",4
"555","lobby pursues",4
"556","low caste",4
"557","lower standards",4
"558","luxury cars",4
"559","magnetic field",4
"560","main battle",4
"561","makes staggering",4
"562","male life",4
"563","male retirement",4
"564","managerial science",4
"565","marriages unborn",4
"566","massive evidence",4
"567","max efficiency",4
"568","military complex",4
"569","military power",4
"570","military production",4
"571","missile captain",4
"572","months scientist",4
"573","mustache twirling",4
"574","mysterious cities",4
"575","named percival",4
"576","nationalistic pride",4
"577","nazi germany",4
"578","nazi party",4
"579","negotiate peace",4
"580","nice car",4
"581","nigger frog",4
"582","nighty night",4
"583","oil tankers",4
"584","opinion effective",4
"585","outrageous attack",4
"586","pact nations",4
"587","pakistan egypt",4
"588","pakistan means",4
"589","palestinian refugees",4
"590","parents died",4
"591","paris syndrome",4
"592","paying taxes",4
"593","peace deal",4
"594","peace festival",4
"595","pee pee",4
"596","pension system",4
"597","pet eagle",4
"598","planet earth",4
"599","political relationship",4
"600","politicos espanoles",4
"601","poor brain",4
"602","poorly trained",4
"603","poppy sellers",4
"604","power grid",4
"605","precious metals",4
"606","pretty comfy",4
"607","prime minister",4
"608","private job",4
"609","privileged partnership",4
"610","property dignity",4
"611","push capital",4
"612","rail stations",4
"613","ranked colonel",4
"614","rapist rapes",4
"615","real humanism",4
"616","real meat",4
"617","recent days",4
"618","red flag",4
"619","resolutions scare",4
"620","retirement age",4
"621","revived corpse",4
"622","risk losing",4
"623","ritual abuse",4
"624","rocket science",4
"625","russia china",4
"626","russia hit",4
"627","russian casualties",4
"628","russian defense",4
"629","russian semen",4
"630","russian talking",4
"631","sad real",4
"632","satanic ritual",4
"633","scott ritter",4
"634","sex magic",4
"635","single moms",4
"636","single muslim",4
"637","sinking ship",4
"638","sioux city",4
"639","slave class",4
"640","sleep wise",4
"641","social compact",4
"642","social contract",4
"643","social experiment",4
"644","soviet era",4
"645","soviet stuff",4
"646","space crafts",4
"647","spain conservative",4
"648","spanish civil",4
"649","speak english",4
"650","specific violence",4
"651","speed limit",4
"652","stable diffusion",4
"653","star fleet",4
"654","start dying",4
"655","stone age",4
"656","stop lying",4
"657","stop posting",4
"658","stopped reading",4
"659","straightforward answer",4
"660","street journal",4
"661","stronger political",4
"662","stronger ukraine",4
"663","studied managerial",4
"664","stupid cunt",4
"665","support killing",4
"666","synthetic fuels",4
"667","tailless women",4
"668","takes months",4
"669","tank crews",4
"670","tank factory",4
"671","tanks planes",4
"672","tanks russia",4
"673","tax money",4
"674","tax payer",4
"675","taylor swift",4
"676","tea katie",4
"677","tea party",4
"678","temporary immunity",4
"679","terror attack",4
"680","thomas grove",4
"681","thousand dollar",4
"682","threads died",4
"683","tonight past",4
"684","torah elementary",4
"685","trad christian",4
"686","trade neutrality",4
"687","trained prepared",4
"688","trans monster",4
"689","trial operation",4
"690","trillion dollars",4
"691","tucker tucker",4
"692","twirling villain",4
"693","ukraine happening",4
"694","ukraine privileged",4
"695","unborn babies",4
"696","understand logistics",4
"697","unique ids",4
"698","unused tanks",4
"699","upper class",4
"700","upper middle",4
"701","verbal level",4
"702","virtually empty",4
"703","war effort",4
"704","weaker russia",4
"705","weapon systems",4
"706","weapons sold",4
"707","western defence",4
"708","western wall",4
"709","western weapon",4
"710","white boy",4
"711","white country",4
"712","wing extremism",4
"713","wing person",4
"714","wing politician",4
"715","wing protests",4
"716","yuri character",4
"717","accept jesus",3
"718","activated chicken",3
"719","activists deserve",3
"720","activities designed",3
"721","actual countries",3
"722","actual elections",3
"723","actual fuck",3
"724","actual retard",3
"725","actual war",3
"726","aerated concrete",3
"727","afghanistan serbia",3
"728","american car",3
"729","american citizen",3
"730","american civil",3
"731","american politics",3
"732","american public",3
"733","american women",3
"734","anal sex",3
"735","anchor babies",3
"736","ancient israel",3
"737","anti war",3
