"","word","n"
"1","socialist worker",38
"2","middle east",37
"3","white women",31
"4","jesus christ",29
"5","social media",28
"6","mentally ill",24
"7","propaganda war",24
"8","smoke weed",24
"9","false flag",21
"10","jew god",21
"11","israel losing",20
"12","pic related",20
"13","civil war",19
"14","tax dollars",19
"15","activity report",18
"16","shill activity",18
"17","adam green",17
"18","jew death",17
"19","israel intelligence",16
"20","theo von",16
"21","makes sense",15
"22","fat yank",14
"23","total jew",14
"24","colonial satellite",13
"25","concentration camp",13
"26","jew control",13
"27","president trump",13
"28","recent events",13
"29","russian artillery",13
"30","body falling",12
"31","comfy happening",12
"32","gain power",12
"33","giving money",12
"34","god damn",12
"35","house district",12
"36","live stream",12
"37","master race",12
"38","muslim trolls",12
"39","obvious bullshit",12
"40","vice city",12
"41","white race",12
"42","anti israel",11
"43","apollo affair",11
"44","article titled",11
"45","bad communist",11
"46","beheading video",11
"47","century history",11
"48","churchill wrote",11
"49","communist jew",11
"50","contra scandal",11
"51","controlled opposition",11
"52","directive kills",11
"53","fair trials",11
"54","government spending",11
"55","hannibal directive",11
"56","hate jew",11
"57","human nature",11
"58","hussein correspondence",11
"59","hussein gain",11
"60","influence pakistan",11
"61","inside job",11
"62","intelligence agencies",11
"63","iran contra",11
"64","iran war",11
"65","iraq iran",11
"66","judicial system",11
"67","kills civilians",11
"68","leftist tendencies",11
"69","losing issue",11
"70","manufacture consent",11
"71","operation cyclone",11
"72","pakistan courtesy",11
"73","propaganda article",11
"74","sold weapons",11
"75","stream live",11
"76","weapons bunker",11
"77","white house",11
"78","winston churchill",11
"79","armistice day",10
"80","central bank",10
"81","daily reminder",10
"82","fake tits",10
"83","gateway drug",10
"84","huge amount",10
"85","law enforcement",10
"86","pharisaic dynasties",10
"87","pro wrestling",10
"88","smoking weed",10
"89","weeks ago",10
"90","white guy",10
"91","anti semitic",9
"92","armed forces",9
"93","chug alpha",9
"94","dead feds",9
"95","drug addicts",9
"96","dude weed",9
"97","gay niggers",9
"98","hate israel",9
"99","middle class",9
"100","money printing",9
"101","real life",9
"102","single issue",9
"103","vast majority",9
"104","war crimes",9
"105","air force",8
"106","black market",8
"107","blue wave",8
"108","federal government",8
"109","federally illegal",8
"110","god bless",8
"111","holy spirit",8
"112","israel army",8
"113","live president",8
"114","pregnant women",8
"115","president donald",8
"116","pretty based",8
"117","reminder israel",8
"118","sex trafficking",8
"119","special forces",8
"120","support israel",8
"121","total mutt",8
"122","video live",8
"123","white country",8
"124","white invent",8
"125","anti american",7
"126","blah blah",7
"127","credit card",7
"128","drug war",7
"129","dumb fuck",7
"130","ethnic cleansing",7
"131","fuck jew",7
"132","hate speech",7
"133","jew fuck",7
"134","jew media",7
"135","jew propaganda",7
"136","meaningless sect",7
"137","mental health",7
"138","multiple times",7
"139","real flag",7
"140","real women",7
"141","ruling class",7
"142","selling drugs",7
"143","south africa",7
"144","south america",7
"145","supports israel",7
"146","terrorist attack",7
"147","totally organic",7
"148","trans women",7
"149","vote republican",7
"150","white children",7
"151","white kids",7
"152","white nationalist",7
"153","abortion issue",6
"154","accidentally fall",6
"155","american flag",6
"156","authentic chinese",6
"157","baby murder",6
"158","birth rate",6
"159","black babies",6
"160","bonus hole",6
"161","brain damage",6
"162","brown control",6
"163","central banking",6
"164","chinese food",6
"165","clown world",6
"166","destroyed tanks",6
"167","entire family",6
"168","evening edition",6
"169","filthy jew",6
"170","front lines",6
"171","hillary clinton",6
"172","holy fuck",6
"173","hospital bombing",6
"174","huh huh",6
"175","human history",6
"176","human trafficking",6
"177","humiliation ritual",6
"178","israel media",6
"179","jew lie",6
"180","jew loving",6
"181","jew women",6
"182","kenny omega",6
"183","late evening",6
"184","live streams",6
"185","mathew north",6
"186","national security",6
"187","nigger cat",6
"188","nigger culture",6
"189","north korea",6
"190","political power",6
"191","pound notes",6
"192","preferential treatment",6
"193","pro abortion",6
"194","protected class",6
"195","raw turmeric",6
"196","reaper drone",6
"197","red barron",6
"198","remember pound",6
"199","republican party",6
"200","rings disappear",6
"201","sand niggers",6
"202","screen shot",6
"203","shill threads",6
"204","shooting range",6
"205","silent majority",6
"206","solar system",6
"207","south american",6
"208","stop posting",6
"209","supporting israel",6
"210","synthetic risk",6
"211","tea party",6
"212","teen girls",6
"213","truth movement",6
"214","ukraine war",6
"215","video game",6
"216","wall street",6
"217","white european",6
"218","white nationalists",6
"219","world war",6
"220","anti christian",5
"221","anti white",5
"222","baby killers",5
"223","ballot stuffing",5
"224","bank account",5
"225","banking system",5
"226","banning abortion",5
"227","bill gates",5
"228","black sea",5
"229","civilized society",5
"230","closed doors",5
"231","cold war",5
"232","conspiracy theory",5
"233","dad inherited",5
"234","dead babies",5
"235","democratic government",5
"236","double standard",5
"237","election reform",5
"238","entire world",5
"239","european race",5
"240","facial features",5
"241","false jew",5
"242","feel bad",5
"243","flip burgers",5
"244","gas prices",5
"245","government agency",5
"246","hours ago",5
"247","hours straight",5
"248","indian women",5
"249","jew hate",5
