"","word","n"
"1","stop replying",92
"2","remove flag",83
"3","nigger stop",60
"4","red barron",52
"5","stupid nigger",36
"6","curious lad",34
"7","greek flag",34
"8","white women",34
"9","flag threads",33
"10","threads sage",33
"11","topic garbage",33
"12","topic threads",33
"13","slide threads",32
"14","report ignore",30
"15","threads stop",30
"16","gay nigger",27
"17","retard gay",27
"18","flat earth",26
"19","pic related",26
"20","civil war",25
"21","child support",24
"22","air dominance",22
"23","air force",22
"24","armed forces",21
"25","iron crosses",21
"26","nigger nigger",20
"27","cold war",19
"28","king road",19
"29","pour president",19
"30","social media",19
"31","white america",19
"32","north america",17
"33","world war",17
"34","content creator",16
"35","haven sheikh",16
"36","north korea",16
"37","sage sage",16
"38","clown world",15
"39","jew served",15
"40","real life",15
"41","smoke weed",15
"42","crime scene",14
"43","dick trap",14
"44","holocaust denial",14
"45","immune system",14
"46","russia russia",14
"47","tubes tied",14
"48","anti white",13
"49","god damn",13
"50","minimum wage",13
"51","white race",13
"52","white white",13
"53","black women",12
"54","fast food",12
"55","federal government",12
"56","feel bad",12
"57","left wing",12
"58","native americans",12
"59","parking lot",12
"60","road residence",12
"61","sharia shill",12
"62","video games",12
"63","climate change",11
"64","controlled opposition",11
"65","grocery store",11
"66","jesus christ",11
"67","makes sense",11
"68","melting pot",11
"69","white guy",11
"70","air superiority",10
"71","cum inside",10
"72","education system",10
"73","jew agent",10
"74","jew media",10
"75","meat grinder",10
"76","middle class",10
"77","peer reviewed",10
"78","quinn finite",10
"79","real women",10
"80","single women",10
"81","south africa",10
"82","south america",10
"83","spiritual sacrament",10
"84","billy bob",9
"85","dumb nigger",9
"86","entire life",9
"87","female surgeons",9
"88","fuck jew",9
"89","god bless",9
"90","real world",9
"91","russian government",9
"92","south asian",9
"93","walkable cities",9
"94","white person",9
"95","air power",8
"96","bad faith",8
"97","blacks white",8
"98","brain damage",8
"99","cocaine user",8
"100","dick johnny",8
"101","donald trump",8
"102","establish air",8
"103","false alarm",8
"104","front line",8
"105","fuck happened",8
"106","hemp paper",8
"107","hero til",8
"108","louisiana parole",8
"109","mentally ill",8
"110","middle east",8
"111","miracle drug",8
"112","modern world",8
"113","revenge rapist",8
"114","spike protein",8
"115","vast majority",8
"116","world country",8
"117","air defense",7
"118","american women",7
"119","asian european",7
"120","banana republic",7
"121","brain dead",7
"122","chemical weapons",7
"123","constitutional republic",7
"124","cost money",7
"125","economic growth",7
"126","gene pool",7
"127","holocaust literally",7
"128","killed thousands",7
"129","million nigger",7
"130","multiple times",7
"131","pay attention",7
"132","plane crash",7
"133","proxy war",7
"134","public school",7
"135","russian gas",7
"136","single mother",7
"137","single person",7
"138","virtue signal",7
"139","white girls",7
"140","white house",7
"141","air forces",6
"142","anti immigration",6
"143","aryan race",6
"144","british government",6
"145","cannabis makes",6
"146","car driver",6
"147","cell towers",6
"148","cleveland clinic",6
"149","coffee coffee",6
"150","communist symbols",6
"151","conservative generation",6
"152","conspiracy theory",6
"153","david axe",6
"154","death camps",6
"155","dude weed",6
"156","fertility rate",6
"157","forces lost",6
"158","foreign aid",6
"159","fuck freaks",6
"160","functioning cocaine",6
"161","genetic dead",6
"162","historical enemies",6
"163","holy fuck",6
"164","immune response",6
"165","king charles",6
"166","korea outlawed",6
"167","korean women",6
"168","mass immigration",6
"169","medicinal properties",6
"170","mental illness",6
"171","military training",6
"172","national socialism",6
"173","original spiritual",6
"174","paper tiger",6
"175","phone pings",6
"176","political party",6
"177","political power",6
"178","race car",6
"179","race mixing",6
"180","rent free",6
"181","retard nigger",6
"182","russian empire",6
"183","russian military",6
"184","sage banned",6
"185","scratch white",6
"186","screen shot",6
"187","soviet union",6
"188","synthetic weed",6
"189","tim pool",6
"190","toilet paper",6
"191","trump trump",6
"192","ukraine war",6
"193","ukrainian armed",6
"194","western countries",6
"195","western media",6
"196","white kids",6
"197","women women",6
"198","actual fuck",5
"199","billion dollar",5
"200","birth control",5
"201","black culture",5
"202","black sea",5
"203","blue collar",5
"204","blue eyed",5
"205","brain cells",5
"206","central asia",5
"207","cherry picked",5
"208","chinese cars",5
"209","common sense",5
"210","convenience store",5
"211","defensive lines",5
"212","dumb fuck",5
"213","entire world",5
"214","european countries",5
"215","european country",5
"216","faggot ass",5
"217","final fantasy",5
"218","firearm safety",5
"219","gas station",5
"220","gated communities",5
"221","government officials",5
"222","goy cattle",5
"223","hard job",5
"224","hate nigger",5
"225","hate white",5
"226","heart attack",5
"227","human history",5
"228","human race",5
"229","hundred million",5
"230","ice cream",5
"231","incriminating evidence",5
"232","industrial complex",5
"233","jew masters",5
"234","job application",5
"235","liberal ass",5
"236","mainstream media",5
"237","marxism communism",5
"238","middle school",5
"239","minority white",5
"240","months ago",5
"241","nigger faggot",5
"242","northern india",5
"243","nuclear power",5
"244","nuclear tests",5
"245","nuclear war",5
"246","occupied territories",5
"247","pain despair",5
"248","parking lots",5
"249","paying attention",5
"250","permanent residents",5
"251","physical evidence",5
"252","popular opinion",5
"253","prime minister",5
"254","private property",5
"255","public transport",5
"256","quarter pounder",5
"257","red meat",5
"258","rich jew",5
"259","russian air",5
"260","saudi arabia",5
"261","smoking weed",5
"262","stupid cunt",5
"263","super expensive",5
"264","super rich",5
"265","supply chain",5
"266","taking care",5
"267","tin foil",5
"268","total war",5
"269","walkable city",5
"270","weeks ago",5
"271","western civilization",5
"272","western nations",5
"273","white collar",5
"274","white genocide",5
"275","white girl",5
"276","world wide",5
"277","zion don",5
"278","alarm boys",4
"279","alarm false",4
"280","american jew",4
"281","american superiority",4
"282","amino acids",4
"283","ammo storage",4
"284","annexing ukraine",4
"285","artillery sufficient",4
"286","artillery systems",4
"287","aryan invasion",4
"288","asian wife",4
"289","ass licking",4
"290","attitudes change",4
"291","bad guy",4
"292","billion dollars",4
"293","birth rates",4
"294","black girl",4
"295","black guy",4
"296","black race",4
"297","blah blah",4
"298","bob thornton",4
"299","body count",4
"300","bootlicking faggots",4
"301","bullshit filter",4
"302","butt picture",4
"303","bye bye",4
"304","camel toe",4
"305","canadian university",4
"306","cannabis literally",4
"307","carbon tax",4
"308","catalytic converters",4
"309","cell phone",4
"310","checkout stores",4
"311","child protective",4
"312","chopping block",4
"313","clinic approximately",4
"314","collar job",4
"315","comfy happening",4
"316","commit suicide",4
"317","condescending cunts",4
"318","crack junkie",4
"319","dangerously based",4
"320","date format",4
"321","date women",4
"322","dead nigger",4
"323","denial illegal",4
"324","die die",4
"325","die needlessly",4
"326","died racing",4
"327","dominate russia",4
"328","drug dealer",4
"329","drug wrong",4
"330","dry cough",4
"331","dumb faggot",4
"332","earth spins",4
"333","election fraud",4
"334","electoral fraud",4
"335","entire battery",4
"336","entire russian",4
"337","faceless rat",4
"338","fairly counted",4
"339","fan fiction",4
"340","fighting privileges",4
"341","fishing fleets",4
"342","floating cities",4
"343","food restaurant",4
"344","force shipped",4
"345","forensic evidence",4
"346","fuck nigger",4
"347","fuck poor",4
"348","german tanks",4
"349","god save",4
"350","gonna happen",4
"351","green energy",4
"352","grocery jew",4
"353","ground pressure",4
"354","growing demand",4
"355","gun violence",4
"356","gyro compass",4
"357","half white",4
"358","hard liquor",4
"359","hit tanks",4
"360","holocaust jew",4
"361","hot mic",4
"362","house genetics",4
"363","hundred thousand",4
"364","hustle bitch",4
"365","imagine thinking",4
"366","impulse control",4
"367","inhaling smoke",4
"368","intelligent white",4
"369","italian women",4
"370","jew brought",4
"371","jew doctor",4
"372","jew plot",4
"373","jew shill",4
"374","largest air",4
"375","law enforcement",4
"376","learn russian",4
"377","leftists lie",4
"378","licking shill",4
"379","limited advances",4
"380","logistical tail",4
"381","lost half",4
"382","loud noises",4
"383","loved died",4
"384","main force",4
"385","main reason",4
"386","maintain air",4
"387","mass migration",4
"388","massive casualties",4
"389","massive electoral",4
"390","master race",4
"391","mile logistical",4
"392","military industrial",4
"393","million square",4
"394","minute drive",4
"395","modern day",4
"396","modern warfare",4
"397","moose knuckle",4
"398","mother fuck",4
"399","national socialist",4
"400","nationalist party",4
"401","neanderthal admixture",4
"402","nigger free",4
"403","nigger fuck",4
"404","nigger jew",4
"405","nigger retard",4
"406","normie appearances",4
"407","north africa",4
"408","nuclear weapons",4
"409","obvious bullshit",4
"410","oliver anthony",4
"411","opium ban",4
"412","opium production",4
"413","opposing air",4
"414","opposite direction",4
"415","parole hearing",4
"416","peace pipe",4
"417","pee pee",4
"418","phone ping",4
"419","plants produce",4
"420","police chief",4
"421","police force",4
"422","political movement",4
"423","pre war",4
"424","president trump",4
"425","pretty cool",4
"426","privileges campaign",4
"427","promote hate",4
"428","protective services",4
"429","rat race",4
"430","reading comprehension",4
"431","red flags",4
"432","red lines",4
"433","reformed stoic",4
"434","rent boy",4
"435","retard jew",4
"436","retard opinion",4
"437","reviewed research",4
"438","rightful land",4
"439","romantic partners",4
"440","royal family",4
"441","runny nose",4
"442","russian ada",4
"443","russian fort",4
"444","russian shill",4
"445","russian ship",4
"446","russian soldiers",4
"447","save money",4
"448","sending aid",4
"449","sensor network",4
"450","sexual assault",4
"451","sexual discourse",4
"452","significantly harder",4
"453","single piece",4
"454","slave labor",4
"455","smokes weed",4
"456","social life",4
"457","societal collapse",4
"458","sounds comfy",4
"459","south korea",4
"460","space program",4
"461","space rockets",4
"462","speak english",4
"463","special military",4
"464","square miles",4
"465","started giving",4
"466","stay safe",4
"467","stop believing",4
"468","stop sending",4
"469","stop shill",4
"470","store prices",4
"471","strain makes",4
"472","sufficient air",4
"473","sufficient huh",4
"474","sufficient sensor",4
"475","superiority relies",4
"476","tank duels",4
"477","thin air",4
"478","tie jew",4
"479","total control",4
"480","total mutt",4
"481","totally fine",4
"482","treasonous vermin",4
"483","ukraine expended",4
"484","ukrainian forces",4
"485","ukrainian refugee",4
"486","ultra modern",4
"487","useless faggots",4
"488","utterly annihilated",4
"489","video evidence",4
"490","video game",4
"491","visual confirmation",4
"492","voting trump",4
"493","war air",4
"494","war quickly",4
"495","wedding ring",4
"496","weed cat",4
"497","white babies",4
"498","white children",4
"499","white countries",4
"500","white country",4
"501","white culture",4
"502","white wine",4
"503","wing party",4
"504","wizard mode",4
"505","women feel",4
"506","women property",4
"507","worlds population",4
"508","absolutely demolish",3
"509","absolutely disgusting",3
"510","acre camp",3
"511","actual evidence",3
"512","actual tin",3
"513","alleged holocaust",3
"514","america falls",3
"515","american dream",3
"516","american population",3
"517","american society",3
"518","answering questions",3
"519","anti canada",3
"520","anti racism",3
"521","anti russia",3
"522","apartment building",3
"523","apply basic",3
"524","armed guards",3
"525","asian girl",3
"526","average person",3
"527","baby mommas",3
"528","bank account",3
"529","barely understand",3
"530","basic math",3
"531","basic necessities",3
"532","battle system",3
"533","bell curve",3
"534","bigger war",3
"535","biggest issue",3
"536","billion doses",3
"537","birth rate",3
"538","blind eye",3
"539","blood sacrifice",3
"540","blue eyes",3
"541","body experience",3
"542","body leaves",3
"543","bold strategy",3
"544","boomer gen",3
"545","borderline retard",3
"546","british royals",3
"547","broken window",3
"548","buck broken",3
"549","bullshit story",3
"550","bus network",3
"551","buy groceries",3
"552","called nigger",3
"553","census data",3
"554","central park",3
"555","child rapist",3
"556","city center",3
"557","committing murder",3
"558","common cold",3
"559","communism socialism",3
"560","complete genocide",3
"561","consecutive months",3
"562","conspiracy theories",3
"563","converting jew",3
"564","cooked meals",3
"565","copy paste",3
"566","cotton industry",3
"567","counter offensive",3
"568","couple hundred",3
"569","credit card",3
"570","crimes stream",3
"571","current events",3
"572","daily basis",3
"573","daily reminder",3
"574","dale billy",3
"575","days ago",3
"576","death penalty",3
"577","death rate",3
"578","death toll",3
"579","decade ago",3
"580","deceased loved",3
"581","declared dead",3
"582","declared independence",3
"583","deep inside",3
"584","defense line",3
"585","democratic party",3
"586","demon computer",3
"587","demonic entity",3
"588","destroy america",3
"589","die jew",3
"590","die slowly",3
"591","ding ding",3
"592","dirt cheap",3
"593","diversity hire",3
"594","drone attacks",3
"595","drooling retard",3
"596","drove straight",3
"597","drug addiction",3
"598","drug addicts",3
"599","drug dealing",3
"600","drug gangs",3
"601","dulce olivia",3
"602","dumb bitch",3
"603","dumb jew",3
"604","dyed hair",3
"605","east asian",3
"606","eastern republics",3
"607","echo chamber",3
"608","economic system",3
"609","economically integrated",3
"610","edgy humor",3
"611","elder care",3
"612","electric cars",3
"613","elementary school",3
"614","engineering degrees",3
"615","entire continent",3
"616","entire country",3
"617","entire lives",3
"618","entire nation",3
"619","entire political",3
"620","european standards",3
"621","faggot shill",3
"622","fair play",3
"623","fake degrees",3
"624","fall asleep",3
"625","false flag",3
"626","farm equipment",3
"627","fat fuck",3
"628","fat nigger",3
"629","federal asset",3
"630","federal reserve",3
"631","feel bored",3
"632","female police",3
"633","feral nigger",3
"634","financially responsible",3
"635","firearms safety",3
"636","flu season",3
"637","food prices",3
"638","forced tours",3
"639","foreign companies",3
"640","french related",3
"641","fresh fish",3
"642","fried chicken",3
"643","front world",3
"644","fuck sake",3
"645","gay sex",3
"646","gender roles",3
"647","german citizens",3
"648","german deaths",3
"649","german soldiers",3
"650","germans left",3
"651","girls love",3
"652","giving communist",3
"653","global homo",3
"654","god forbid",3
"655","god women",3
"656","grey zone",3
"657","grocery prices",3
"658","grow literally",3
"659","gun control",3
"660","gun safety",3
"661","hate russians",3
"662","health care",3
"663","heavy industry",3
"664","heinous crimes",3
"665","hell hole",3
"666","hell yeah",3
"667","helped deliver",3
"668","henry ford",3
"669","history books",3
"670","holocaust comparisons",3
"671","hook white",3
"672","hot guy",3
"673","hours late",3
"674","huge difference",3
"675","human life",3
"676","humor threads",3
"677","iggy response",3
"678","illegal drugs",3
"679","illegal immigration",3
"680","immune systems",3
"681","immune tolerance",3
"682","importing nigger",3
"683","including pets",3
"684","independent women",3
"685","industrial capacity",3
"686","invaded ukraine",3
"687","jew detector",3
"688","jew faggot",3
"689","jew flyer",3
"690","jew fuck",3
"691","jew government",3
"692","jew hate",3
"693","jew jew",3
"694","jew overlords",3
"695","jew platform",3
"696","jew propaganda",3
"697","jew started",3
"698","jew women",3
"699","joe coffee",3
"700","john podesta",3
"701","kitchen fire",3
"702","latin america",3
"703","leave ash",3
"704","left hand",3
"705","left leaning",3
"706","leftist women",3
"707","license plate",3
"708","life choices",3
"709","life expectancy",3
"710","life experience",3
"711","literal nigger",3
"712","literal white",3
"713","lives matter",3
"714","lock white",3
"715","love nigger",3
"716","loving jew",3
"717","low crime",3
"718","low quality",3
"719","magically running",3
"720","main stream",3
"721","male surgeons",3
"722","mass die",3
"723","mass shooters",3
"724","maternity leave",3
"725","meadows camps",3
"726","media pundits",3
"727","memory holed",3
"728","mental issues",3
"729","metal pole",3
"730","middle eastern",3
"731","military operation",3
"732","million claim",3
"733","miserable existence",3
"734","modern american",3
"735","modern west",3
"736","modern women",3
"737","money energy",3
"738","money laundering",3
"739","month ago",3
"740","morning light",3
"741","mortality rate",3
"742","murder capitol",3
"743","mystery meat",3
"744","nations tend",3
"745","natural resources",3
"746","net positive",3
"747","nevada street",3
"748","nigger beg",3
"749","nigger death",3
"750","nigger infested",3
"751","normal life",3
"752","normal person",3
"753","normal sex",3
"754","north american",3
"755","obvious reasons",3
"756","office husband",3
"757","opinion discarded",3
"758","organized crime",3
"759","pay child",3
"760","pay money",3
"761","paying taxes",3
"762","pearl clutching",3
"763","perfect angle",3
"764","perfectly fine",3
"765","person white",3
"766","pharmaceutical companies",3
"767","phone pinged",3
"768","physical material",3
"769","piss drinking",3
"770","plane crashing",3
"771","planet earth",3
"772","plantation randy",3
"773","plastic spoon",3
"774","political climate",3
"775","political opinions",3
"776","political position",3
"777","poor souls",3
"778","poor white",3
"779","power company",3
"780","power level",3
"781","power lines",3
"782","power vacuum",3
"783","presidential elections",3
"784","pretty sad",3
"785","pro tip",3
"786","propaganda stories",3
"787","property rights",3
"788","public executions",3
"789","public health",3
"790","public transportation",3
"791","published paper",3
"792","pull trigger",3
"793","pullman washington",3
"794","queen elizabeth",3
"795","race mix",3
"796","race traitors",3
"797","radio stations",3
"798","raising taxes",3
"799","rape babies",3
"800","real estate",3
"801","real flag",3
"802","real question",3
"803","real quick",3
"804","reconnaissance unit",3
"805","red pilled",3
"806","red team",3
"807","refugee stuck",3
"808","religious suppression",3
"809","rental properties",3
"810","rented land",3
"811","repeated vaccination",3
"812","report concludes",3
"813","retard faggot",3
