"","word","n"
"1","box happy",192
"2","canvas confetti",192
"3","coming weeks",192
"4","happy birthday",192
"5","janitor acceptance",192
"6","south america",54
"7","leave south",50
"8","america leave",49
"9","prophet muhammad",40
"10","middle east",35
"11","social media",31
"12","anne frank",29
"13","pic related",28
"14","anti white",23
"15","civil war",23
"16","south indian",22
"17","turbo cancer",22
"18","white women",20
"19","makes sense",18
"20","embed embed",16
"21","eyed vigilante",16
"22","fresh prince",16
"23","jesus christ",16
"24","north indian",16
"25","real estate",16
"26","red eyed",16
"27","israel jew",15
"28","parking lot",15
"29","white males",15
"30","barker dog",14
"31","captain barker",14
"32","dog police",14
"33","hate jew",14
"34","support israel",14
"35","beheaded babies",13
"36","holocaust denial",13
"37","sand niggers",13
"38","saudi arabia",13
"39","world war",13
"40","damage control",12
"41","god bless",12
"42","middle class",12
"43","white race",12
"44","black sea",11
"45","heart attack",11
"46","life coping",11
"47","real life",11
"48","sri lanka",11
"49","total jew",11
"50","white person",11
"51","diaspora jew",10
"52","european intelligence",10
"53","free speech",10
"54","immune system",10
"55","mentally ill",10
"56","multiple times",10
"57","vast majority",10
"58","white skin",10
"59","bill gates",9
"60","delta force",9
"61","false flag",9
"62","holy fuck",9
"63","israel bombed",9
"64","jew death",9
"65","orthodox church",9
"66","red sea",9
"67","rich guy",9
"68","sex sex",9
"69","special forces",9
"70","anti jew",8
"71","catholic church",8
"72","caught lying",8
"73","central bank",8
"74","feel bad",8
"75","green light",8
"76","ground invasion",8
"77","intelligence official",8
"78","jew power",8
"79","middle eastern",8
"80","pee pee",8
"81","radar signature",8
"82","reformed stoic",8
"83","trophy system",8
"84","bacterial pneumonia",7
"85","beautiful women",7
"86","blue eyes",7
"87","british empire",7
"88","comfy happening",7
"89","damn anymore",7
"90","european women",7
"91","foreign legion",7
"92","god damn",7
"93","jew control",7
"94","jew mad",7
"95","killed millions",7
"96","lord jesus",7
"97","modern warfare",7
"98","orthodox christian",7
"99","prime minister",7
"100","smoke weed",7
"101","tree line",7
"102","wait till",7
"103","western world",7
"104","air force",6
"105","aircraft carrier",6
"106","american jew",6
"107","ancestors belonged",6
"108","anti semite",6
"109","anti semitic",6
"110","asian women",6
"111","biggest flaw",6
"112","called racists",6
"113","cold war",6
"114","credit card",6
"115","culture history",6
"116","cute girls",6
"117","dead bodies",6
"118","enslaved white",6
"119","european blood",6
"120","false promises",6
"121","feel guilty",6
"122","fellow white",6
"123","german flag",6
"124","hate white",6
"125","holy inquisition",6
"126","intercept missiles",6
"127","invented electricity",6
"128","investment firms",6
"129","jew dick",6
"130","jew shill",6
"131","lost control",6
"132","love european",6
"133","loved giant",6
"134","mainstream media",6
"135","million jew",6
"136","mixed breed",6
"137","money market",6
"138","muslim countries",6
"139","night vision",6
"140","north korea",6
"141","norwegian anon",6
"142","ottoman empire",6
"143","power gap",6
"144","president trump",6
"145","press release",6
"146","pro israel",6
"147","red heifer",6
"148","reminder israel",6
"149","russia china",6
"150","scientific theories",6
"151","skin color",6
"152","smoke thinking",6
"153","southern border",6
"154","spanish arrived",6
"155","upturned nose",6
"156","values proud",6
"157","video games",6
"158","war crimes",6
"159","white guy",6
"160","white slavery",6
"161","wild boars",6
"162","anti tank",5
"163","attractive women",5
"164","china collapse",5
"165","colored eyes",5
"166","completely lost",5
"167","conspiracy theory",5
"168","counter jihad",5
"169","cruise missiles",5
"170","current events",5
"171","donald trump",5
"172","draft dodging",5
"173","fair game",5
"174","free market",5
"175","germanic white",5
"176","global economy",5
"177","hate niggers",5
"178","heart attacks",5
"179","human race",5
"180","imagine firing",5
"181","indian aryan",5
"182","jew banks",5
"183","jew bone",5
"184","jew fuck",5
"185","jew hate",5
"186","jew population",5
"187","jew run",5
"188","live president",5
"189","mad jew",5
"190","mass media",5
"191","mid surgery",5
"192","mixed race",5
"193","modern day",5
"194","morale mushrooms",5
"195","northern lights",5
