"","word","n"
"1","box happy",197
"2","canvas confetti",197
"3","coming weeks",197
"4","happy birthday",197
"5","janitor acceptance",197
"6","white women",89
"7","black women",67
"8","middle east",51
"9","theo von",30
"10","social media",25
"11","world war",25
"12","red barron",22
"13","fast food",21
"14","holy land",21
"15","pic related",21
"16","anti white",20
"17","jesus christ",18
"18","hockey scroll",17
"19","niggers media",17
"20","white skin",17
"21","blond hair",16
"22","blue eyes",16
"23","historically illiterate",16
"24","jew death",16
"25","hate jew",15
"26","islamic jihad",15
"27","video game",15
"28","false flag",14
"29","jew shill",14
"30","makes sense",14
"31","total jew",14
"32","white baby",14
"33","white guy",14
"34","civil war",13
"35","filthy jew",13
"36","free speech",13
"37","sand niggers",13
"38","skin color",13
"39","arab rape",12
"40","blonde hair",12
"41","brown control",12
"42","holy fuck",12
"43","north korea",12
"44","pro israel",12
"45","weeks ago",12
"46","white countries",12
"47","women brag",12
"48","damage control",11
"49","giving birth",11
"50","hockey player",11
"51","pro white",11
"52","south indian",11
"53","support israel",11
"54","white race",11
"55","fuck jew",10
"56","left wing",10
"57","mentally ill",10
"58","north india",10
"59","race mixing",10
"60","rape babies",10
"61","rape baby",10
"62","samson option",10
"63","special operation",10
"64","western civilization",10
"65","eastern european",9
"66","heart attack",9
"67","hunter gatherer",9
"68","israel jew",9
"69","multiple times",9
"70","nigger lover",9
"71","prime minister",9
"72","real jew",9
"73","real life",9
"74","reminder israel",9
"75","slave trade",9
"76","soviet union",9
"77","stone age",9
"78","western world",9
"79","ancient civilizations",8
"80","comfy happening",8
"81","conspiracy theory",8
"82","dumb fuck",8
"83","facial features",8
"84","fiji water",8
"85","god bless",8
"86","god damn",8
"87","green eyes",8
"88","health care",8
"89","jew hate",8
"90","jew lie",8
"91","jew propaganda",8
"92","jew scams",8
"93","justice system",8
"94","light skin",8
"95","moorish rape",8
"96","mother fuck",8
"97","nigger hair",8
"98","north indian",8
"99","nuclear codes",8
"100","ottoman empire",8
"101","roman emperors",8
"102","russian empire",8
"103","socialist worker",8
"104","video games",8
"105","western countries",8
"106","white child",8
"107","white passing",8
"108","arab tribes",7
"109","atrocity propaganda",7
"110","average american",7
"111","bill gates",7
"112","british empire",7
"113","controlled opposition",7
"114","corn syrup",7
"115","counter offensive",7
"116","criminal justice",7
"117","days ago",7
"118","donald trump",7
"119","entire country",7
"120","entire world",7
"121","ethnic russians",7
"122","flat earth",7
"123","french government",7
"124","human race",7
"125","ice hockey",7
"126","imagine thinking",7
"127","jew israel",7
"128","jew power",7
"129","massacring children",7
"130","memory holed",7
"131","mental retard",7
"132","muslim girls",7
"133","nigger monkey",7
"134","oil fields",7
"135","plea deal",7
"136","political implications",7
"137","real estate",7
"138","roman empire",7
"139","royal hungary",7
"140","russia china",7
"141","secret military",7
"142","sharia law",7
"143","supreme court",7
"144","tax cuts",7
"145","telegram channel",7
"146","west bank",7
"147","women love",7
"148","woo woo",7
"149","air strikes",6
"150","anti jew",6
"151","anti semite",6
"152","anti semitic",6
"153","arab invaders",6
"154","arab world",6
"155","bad guy",6
"156","beheaded babies",6
"157","bible teaches",6
"158","blood sugar",6
"159","blowing loads",6
"160","brown hair",6
"161","casual sol",6
"162","chip comfy",6
"163","close direct",6
"164","common ancestor",6
"165","common sense",6
"166","complexion features",6
"167","convincing argument",6
"168","dark hair",6
"169","darker complexion",6
"170","decades ago",6
"171","declares special",6
"172","direct common",6
"173","entire region",6
"174","ethnic cleansing",6
"175","fabricate nonsensical",6
"176","fast forward",6
"177","fat yank",6
"178","female soldier",6
"179","freak accident",6
"180","front line",6
"181","fuck niggers",6
"182","gain sympathy",6
"183","germanic tribe",6
"184","gonna happen",6
"185","guy claims",6
"186","half black",6
"187","human shields",6
"188","hundred thousand",6
"189","hungarian language",6
"190","illiterate hogwash",6
"191","iran russia",6
"192","islamic arab",6
"193","israel reminder",6
"194","israel sells",6
"195","jew baby",6
"196","jew run",6
"197","join islamic",6
"198","killing civilians",6
"199","largest city",6
"200","legitimately hate",6
"201","lost civilization",6
"202","master race",6
"203","mental health",6
"204","mental illness",6
"205","military equipment",6
"206","multipolar world",6
"207","nigger literally",6
"208","nonsensical historically",6
"209","oil runs",6
"210","paris terror",6
"211","pay raise",6
"212","played hockey",6
"213","political party",6
"214","pre historic",6
"215","pro palestinian",6
"216","profit sharing",6
"217","pubic beard",6
"218","queen isabella",6
"219","richard golden",6
"220","russian jew",6
"221","sol enjoyer",6
"222","spanish government",6
"223","stupid nigger",6
"224","supporting israel",6
"225","terror attacks",6
"226","triple digit",6
"227","ukraine russia",6
"228","ukraine war",6
"229","wait unions",6
"230","war started",6
"231","white children",6
"232","white european",6
"233","white girls",6
"234","white house",6
"235","white kids",6
"236","white person",6
"237","white privilege",6
"238","women giving",6
"239","world population",6
"240","african americans",5
"241","anti israel",5
"242","apply herbs",5
"243","asian women",5
"244","autism worship",5
"245","baby penis",5
"246","basically cares",5
"247","beauty standards",5
"248","billion dollars",5
"249","black guy",5
"250","blah blah",5
"251","body count",5
"252","body doubles",5
"253","burger king",5
"254","catholic church",5
"255","completely historically",5
"256","cope half",5
"257","couple days",5
"258","crypto jew",5
"259","dark brown",5
"260","dark skinned",5
"261","dead babies",5
"262","dead jew",5
"263","decade ago",5
"264","dirty jew",5
"265","dumb ass",5
"266","dumb nigger",5
"267","east germany",5
"268","entire army",5
"269","entire villages",5
"270","expletive expletive",5
"271","failed terribly",5
"272","fat fuck",5
"273","foreign minister",5
"274","free market",5
"275","gay ass",5
"276","gay sex",5
"277","grand scheme",5
"278","hate niggers",5
"279","hates jew",5
"280","hating white",5
"281","health issues",5
"282","herbs demonetize",5
"283","hilarious watching",5
"284","hockey league",5
"285","host nation",5
"286","ice cream",5
"287","immense military",5
"288","incident slipped",5
"289","infinite growth",5
"290","intelligence force",5
"291","invaded ukraine",5
"292","israel israel",5
"293","jew cock",5
"294","jew media",5
"295","jew tricks",5
"296","julius caesar",5
"297","law enforcement",5
"298","lend lease",5
"299","literally conquered",5
"300","lives matter",5
"301","logistic jobs",5
"302","major countries",5
"303","market crash",5
"304","masturbation machines",5
"305","mind control",5
"306","muslim countries",5
"307","national socialism",5
"308","neck protection",5
