"","word","n"
"1","box happy",192
"2","canvas confetti",192
"3","coming weeks",192
"4","happy birthday",192
"5","janitor acceptance",192
"6","white women",173
"7","generals fuck",79
"8","white male",71
"9","strange love",52
"10","social engineering",42
"11","public school",36
"12","federal reserve",34
"13","social media",28
"14","nuclear powered",26
"15","racial social",22
"16","pic related",20
"17","racial praise",20
"18","average american",19
"19","makes sense",19
"20","civil war",17
"21","porn industry",17
"22","real life",17
"23","donald trump",16
"24","feel bad",15
"25","niggers fuck",15
"26","fiat money",14
"27","powered missile",14
"28","speak spanish",14
"29","christian identity",13
"30","common sense",13
"31","black sea",12
"32","days ago",12
"33","god damn",12
"34","reserve notes",12
"35","asian women",11
"36","average person",11
"37","credit score",11
"38","jesus christ",11
"39","memory holed",11
"40","middle east",11
"41","racial industry",11
"42","aka hugh",10
"43","anime girl",10
"44","federal government",10
"45","industrial revolution",10
"46","industrial society",10
"47","mentally ill",10
"48","music industry",10
"49","red flag",10
"50","safety nets",10
"51","stable diffusion",10
"52","white guy",10
"53","world racial",10
"54","anne frank",9
"55","bill gates",9
"56","central bank",9
"57","cold war",9
"58","daily life",9
"59","holy fuck",9
"60","law enforcement",9
"61","material wealth",9
"62","middle class",9
"63","million dollars",9
"64","mixed race",9
"65","nuclear reactor",9
"66","screen shot",9
"67","sexual benefit",9
"68","soviet union",9
"69","speak english",9
"70","ukrainian soldiers",9
"71","black women",8
"72","border wall",8
"73","born white",8
"74","death camps",8
"75","fake white",8
"76","free speech",8
"77","human history",8
"78","human race",8
"79","inferior race",8
"80","learn spanish",8
"81","living spaces",8
"82","primary dealers",8
"83","race mixing",8
"84","racial benefit",8
"85","racial music",8
"86","ukrainian conscripts",8
"87","walkable city",8
"88","white countries",8
"89","white kids",8
"90","white person",8
"91","american empire",7
"92","blood clots",7
"93","clown world",7
"94","commie block",7
"95","double action",7
"96","eastern european",7
"97","entire life",7
"98","grocery store",7
"99","jew york",7
"100","left wing",7
"101","media porn",7
"102","middle eastern",7
"103","niggers nigger",7
"104","north america",7
"105","public opinion",7
"106","public schools",7
"107","racial hole",7
"108","racial sexual",7
"109","rent free",7
"110","social safety",7
"111","stop running",7
"112","supreme court",7
"113","tax money",7
"114","ukraine war",7
"115","vast majority",7
"116","western countries",7
"117","white christian",7
"118","white house",7
"119","world social",7
"120","actual women",6
"121","anti white",6
"122","attention whore",6
"123","ban pornography",6
"124","casually talk",6
"125","drug addicts",6
"126","hardball conservatives",6
"127","hate jew",6
"128","immune system",6
"129","incredibly dumb",6
"130","insane liberals",6
"131","jew media",6
"132","low quality",6
"133","mainstream media",6
"134","male race",6
"135","market crash",6
"136","modern day",6
"137","money laundering",6
"138","nigger lover",6
"139","northern european",6
"140","patriot act",6
"141","plane crash",6
"142","pre christian",6
"143","president trump",6
"144","real estate",6
"145","real white",6
"146","reality check",6
"147","red barron",6
"148","report sage",6
"149","reserve note",6
"150","russia fuck",6
"151","school system",6
"152","social skills",6
"153","spaces designed",6
"154","tax dollars",6
"155","ukraine supporters",6
"156","western civilization",6
"157","western world",6
"158","white american",6
"159","white nationalist",6
"160","york times",6
"161","anti russian",5
"162","armed forces",5
"163","attack leftists",5
"164","average americans",5
"165","bill burr",5
"166","black angel",5
"167","booster shot",5
"168","congress bills",5
"169","conspiracy theory",5
"170","daily reminder",5
"171","data mining",5
"172","discord server",5
"173","dominant race",5
"174","entire family",5
"175","euro feel",5
"176","fatally kill",5
"177","fed reserve",5
"178","flat earth",5
"179","found guilty",5
"180","founding fathers",5
"181","fractional reserve",5
"182","future generations",5
"183","gay nigger",5
"184","gold silver",5
"185","hate school",5
"186","hate women",5
"187","heart attacks",5
"188","humiliation ritual",5
"189","incredibly smart",5
"190","informed consent",5
"191","jew women",5
"192","mental health",5
"193","mental illness",5
"194","middle school",5
"195","money selling",5
"196","nigger culture",5
"197","nuclear weapons",5
"198","nursing homes",5
