"","word","n"
"1","casual sol",40
"2","sol enjoyer",40
"3","middle east",29
"4","catholic church",28
"5","social media",23
"6","pic related",20
"7","anti white",19
"8","anti jew",18
"9","praise sol",16
"10","war crimes",16
"11","jew control",15
"12","jew power",15
"13","civil war",14
"14","holy fuck",14
"15","jew death",14
"16","total jew",14
"17","white women",14
"18","free speech",13
"19","human shields",13
"20","jesus christ",13
"21","military victory",13
"22","modern day",13
"23","west bank",13
"24","white genocide",13
"25","dead sea",12
"26","god bless",12
"27","real life",12
"28","roman catholic",12
"29","terrorist attacks",12
"30","controlled opposition",11
"31","mentally ill",11
"32","dead jew",10
"33","entire world",10
"34","false flag",10
"35","hate israel",10
"36","hate jew",10
"37","human rights",10
"38","israel jew",10
"39","jew shill",10
"40","mass immigration",10
"41","nancy mace",10
"42","ottoman empire",10
"43","red hair",10
"44","sand niggers",10
"45","support israel",10
"46","supporting israel",10
"47","terrorist attack",10
"48","average joe",9
"49","israel sells",9
"50","secret military",9
"51","sol worship",9
"52","trophy system",9
"53","white race",9
"54","air force",8
"55","armed forces",8
"56","black sea",8
"57","blood elves",8
"58","criminal tribe",8
"59","dual citizenship",8
"60","human shield",8
"61","infantry support",8
"62","jew community",8
"63","jew israel",8
"64","jew sacred",8
"65","north korea",8
"66","peace talks",8
"67","pro israel",8
"68","truck driver",8
"69","world war",8
"70","anne frank",7
"71","anti tank",7
"72","ethnic cleansing",7
"73","history teacher",7
"74","jew cock",7
"75","jew decide",7
"76","jew nigger",7
"77","jew religious",7
"78","jew worship",7
"79","killing children",7
"80","mass shooting",7
"81","mental health",7
"82","middle class",7
"83","military industrial",7
"84","million dollar",7
"85","political implications",7
"86","reactive armor",7
"87","roman empire",7
"88","russia lost",7
"89","single day",7
"90","support ukraine",7
"91","truck drivers",7
"92","western nations",7
"93","white couple",7
"94","white supremacy",7
"95","americans praise",6
"96","anti christ",6
"97","anti jesus",6
"98","blah blah",6
"99","channel documenting",6
"100","chemical weapons",6
"101","cool story",6
"102","created essa",6
"103","death worldwide",6
"104","foreign policy",6
"105","french revolution",6
"106","god damn",6
"107","hates israel",6
"108","human mutilation",6
"109","insurance companies",6
"110","israel passes",6
"111","israel steals",6
"112","jew killed",6
"113","legitimate option",6
"114","loved giant",6
"115","makes sense",6
"116","mental illness",6
"117","mia khalifa",6
"118","military technology",6
"119","multiple times",6
"120","narrative huh",6
"121","national socialist",6
"122","predictive programming",6
"123","pro abortion",6
"124","pro choice",6
"125","pro life",6
"126","pro palestinian",6
"127","report israel",6
"128","saudi arabia",6
"129","sea level",6
"130","skin color",6
"131","stem cells",6
"132","stop posting",6
"133","telegram channel",6
"134","war crime",6
"135","western civilization",6
"136","white male",6
"137","white person",6
"138","world narrative",6
"139","anti christian",5
"140","anti israel",5
"141","anti semitic",5
"142","armored vehicles",5
"143","bad guy",5
"144","bless israel",5
"145","blue eyes",5
"146","bring released",5
"147","cars bring",5
"148","child sex",5
"149","cold war",5
"150","conspiracy theory",5
"151","conventional military",5
"152","donald trump",5
"153","electric cars",5
"154","ethnic replacement",5
"155","european countries",5
"156","evil jew",5
"157","faggot cord",5
"158","fellow white",5
"159","free energy",5
"160","front line",5
"161","fuck fuck",5
"162","global south",5
"163","god god",5
"164","goyim lock",5
"165","gun control",5
"166","imminent jew",5
"167","incomplete features",5
"168","industrial complex",5
"169","israel government",5
"170","israel tanks",5
"171","jew babies",5
"172","jew hate",5
"173","jew terrorist",5
"174","law enforcement",5
"175","left wing",5
"176","local synagogues",5
"177","meat grinder",5
"178","million jew",5
"179","mystery meat",5
"180","national socialism",5
"181","nigger jew",5
"182","phosphorus chemical",5
"183","political solutions",5
"184","promised land",5
"185","propaganda war",5
"186","public service",5
"187","racial jew",5
"188","real person",5
"189","real women",5
"190","research papers",5
"191","rich jew",5
"192","russian artillery",5
"193","russian losses",5
"194","sea scrolls",5
"195","sex offenders",5
"196","shooting terrorist",5
"197","simple reason",5
"198","social engineering",5
"199","south africa",5
"200","special forces",5
"201","stem cell",5
"202","supply lines",5
"203","support russia",5
"204","ukraine lost",5
"205","ukraine supporters",5
"206","upper class",5
"207","western media",5
"208","white boy",5
"209","white countries",5
"210","white country",5
"211","white phosphorus",5
"212","white skin",5
"213","white white",5
"214","word jew",5
"215","world wars",5
"216","air defense",4
"217","air missile",4
"218","air strikes",4
"219","aka jew",4
"220","aka white",4
"221","alabama mayor",4
"222","american companies",4
"223","ancient greek",4
"224","anti air",4
