"","word","n"
"1","happy birthday",190
"2","box happy",189
"3","canvas confetti",189
"4","coming weeks",189
"5","janitor acceptance",189
"6","zen king",70
"7","middle east",39
"8","spastics supreme",35
"9","supreme leader",35
"10","world war",27
"11","civil war",25
"12","world government",25
"13","social media",23
"14","pic related",20
"15","false flag",18
"16","white women",17
"17","bad guy",16
"18","free market",16
"19","haven sheikh",16
"20","exit poll",15
"21","jew death",14
"22","larry david",14
"23","total jew",14
"24","iron dome",13
"25","muslim world",13
"26","human history",12
"27","leading role",12
"28","ottoman empire",12
"29","romantic partner",12
"30","space force",12
"31","entire world",11
"32","ethnic cleansing",11
"33","holy land",11
"34","stone age",11
"35","white genocide",11
"36","actions attempt",10
"37","battle strategies",10
"38","black sea",10
"39","bots iran",10
"40","chosen questioned",10
"41","christianity teaches",10
"42","confidence criticized",10
"43","demonic terrorist",10
"44","god acts",10
"45","god boosts",10
"46","god chooses",10
"47","house plant",10
"48","iranian bots",10
"49","makes sense",10
"50","polish women",10
"51","pro israel",10
"52","reevaluate choose",10
"53","sincerity protested",10
"54","support israel",10
"55","western civilization",10
"56","worse christianity",10
"57","average salary",9
"58","birth rates",9
"59","final solution",9
"60","god bless",9
"61","hate jew",9
"62","holy fuck",9
"63","israel jew",9
"64","jesus christ",9
"65","jew control",9
"66","jew support",9
"67","modern day",9
"68","pay taxes",9
"69","white countries",9
"70","computer engineer",8
"71","dead jew",8
"72","european countries",8
"73","failed lawyer",8
"74","holy spirit",8
"75","human rights",8
"76","left wing",8
"77","middle class",8
"78","modern jew",8
"79","pretty funny",8
"80","roman law",8
"81","sage fags",8
"82","schizo slayer",8
"83","south america",8
"84","studio audience",8
"85","aircraft carriers",7
"86","birth rate",7
"87","cold war",7
"88","common ancestry",7
"89","english flag",7
"90","feel bad",7
"91","fellow white",7
"92","jew media",7
"93","lens flare",7
"94","local government",7
"95","million niggers",7
"96","muslim countries",7
"97","polish elections",7
"98","political party",7
"99","real estate",7
"100","safety regulations",7
"101","sand niggers",7
"102","terrorist attacks",7
"103","vast majority",7
"104","walkable cities",7
"105","western world",7
"106","worth living",7
"107","air force",6
"108","american citizens",6
"109","anti white",6
"110","apartment day",6
"111","armed forces",6
"112","bad management",6
"113","based jew",6
"114","birth control",6
"115","blue eyed",6
"116","bronze age",6
"117","comfy happening",6
"118","concentration camp",6
"119","death total",6
"120","entire life",6
"121","european breed",6
"122","fighting age",6
"123","filthy jew",6
"124","fuck jew",6
"125","huge transformation",6
"126","iron beam",6
"127","israel women",6
"128","jew god",6
"129","jew lies",6
"130","jew propaganda",6
"131","jew space",6
"132","live studio",6
"133","media support",6
"134","military victory",6
"135","modern military",6
"136","multicultural mode",6
"137","nuclear war",6
"138","ottoman collapse",6
"139","poll results",6
"140","pro german",6
"141","real life",6
"142","reminder israel",6
"143","roman empire",6
"144","stink bugs",6
"145","stupid ass",6
"146","supports israel",6
"147","universal music",6
"148","war crimes",6
"149","west bank",6
"150","western countries",6
"151","white hats",6
"152","white house",6
"153","white nationalists",6
"154","white person",6
"155","world wars",6
"156","age limits",5
"157","anti semite",5
"158","ban white",5
"159","bin laden",5
"160","brown hordes",5
"161","clown world",5
"162","death cult",5
"163","decade ago",5
"164","dumb nigger",5
"165","faggot jew",5
"166","german women",5
"167","hate israel",5
"168","health insurance",5
"169","industrial complex",5
"170","iron fist",5
"171","israel flag",5
"172","israel government",5
"173","jew supremacy",5
"174","jew yeah",5
"175","latin america",5
"176","leftist jew",5
"177","love israel",5
"178","lower status",5
"179","military draft",5
"180","monolithic society",5
"181","multiple times",5
"182","muslim authority",5
"183","palestinian civilians",5
"184","paying attention",5
"185","previous generations",5
"186","proxy war",5
"187","quit survey",5
"188","race traitor",5
"189","real jew",5
"190","real world",5
"191","south korea",5
"192","support jew",5
"193","transformation israel",5
"194","typical jew",5
"195","video games",5
"196","war fuck",5
"197","white european",5
"198","white race",5
"199","women rights",5
"200","world peaked",5
"201","actor director",4
"202","actress producer",4
"203","actual opinions",4
"204","actual retard",4
"205","actual unmarried",4
"206","adjusted salary",4
"207","afghanistan inquiry",4
"208","african refugees",4
"209","air quality",4
"210","america begs",4
"211","american planes",4
"212","anal sex",4
"213","anti christian",4
"214","anti semitic",4
"215","arab countries",4
"216","arab women",4
"217","attack israel",4
"218","baby boom",4
"219","bank account",4
"220","based women",4
"221","beautiful cars",4
"222","blackmail brit",4
"223","bomb bomb",4
"224","catholic church",4
"225","central bank",4
"226","chip comfy",4
"227","christian values",4
"228","coffee george",4
"229","college degree",4
"230","county council",4
"231","daily reminder",4
"232","decades ago",4
"233","deep inside",4
"234","demographic peak",4
"235","denounce israel",4
"236","diplomatic ties",4
"237","directly responsible",4
"238","discord channel",4
"239","donald tusk",4
"240","double digit",4
"241","dual income",4
"242","earth passes",4
"243","east germany",4
"244","east utterly",4
"245","entertainment leaders",4
"246","entire generation",4
"247","entire muslim",4
"248","equally hate",4
"249","european nationalism",4
"250","european paganism",4
"251","european women",4
"252","exact opposite",4
"253","exit polls",4
"254","fake exit",4
"255","fake money",4
"256","false flags",4
"257","fighting israel",4
"258","fixing pothole",4
"259","forgotten amid",4
"260","free money",4
"261","french germans",4
"262","fuck children",4
"263","fuck sake",4
"264","future reference",4
"265","genetic distance",4
"266","george elaine",4
"267","germanic languages",4
"268","gilded age",4
"269","goat fuck",4
"270","god damn",4
"271","government spy",4
"272","governmental claim",4
"273","grocery store",4
"274","harvesting information",4
"275","hearing aids",4
"276","historical enemies",4
"277","honey pot",4
"278","ice cream",4
"279","import niggers",4
"280","inch dick",4
"281","incriminating statements",4
"282","independence strategy",4
"283","intelligence agencies",4
"284","israel reminder",4
"285","jerome testosterone",4
"286","jerry george",4
"287","jew fears",4
"288","jew girl",4
"289","jew lives",4
"290","jew love",4
"291","jew race",4
"292","jew shill",4
"293","jfk swam",4
"294","kill kill",4
"295","killing spree",4
"296","low status",4
"297","lure patriots",4
"298","male population",4
"299","marketplace power",4
"300","mental defects",4
"301","middle aged",4
"302","middle eastern",4
"303","military industrial",4
"304","motion picture",4
"305","mountains killed",4
"306","music publishing",4
"307","native americans",4
"308","nazis won",4
"309","neutral country",4
"310","nigger faggot",4
"311","north africa",4
"312","north america",4
"313","north east",4
"314","officially overcrowded",4
"315","palestinian authority",4
"316","palestinian refugees",4
"317","palestinian victory",4
"318","parking lot",4
"319","patriots nationalists",4
"320","planned parenthood",4
"321","plastic bags",4
"322","plays uninterrupted",4
"323","poland fake",4
"324","potential blackmail",4
"325","pothole blamed",4
"326","powder keg",4
"327","pre scripted",4
"328","president trump",4
"329","prisons officially",4
"330","pro palestinian",4
"331","race mixing",4
"332","racially european",4
"333","real holocaust",4
"334","recycled personalities",4
"335","roman land",4
"336","ruling authority",4
"337","russia russia",4
"338","scale combat",4
"339","scripted conversations",4
"340","send iran",4
"341","sexual age",4
"342","sexual marketplace",4
"343","single battle",4
"344","single mother",4
"345","slaughtered literally",4
"346","sleeper cells",4
"347","social security",4
"348","social status",4
"349","solution yeah",4
"350","space lasers",4
"351","spy drones",4
"352","star trek",4
"353","start pushing",4
"354","status women",4
"355","stop caring",4
"356","stop paying",4
"357","strange love",4
"358","strongest generation",4
"359","super power",4
"360","support white",4
"361","supporting israel",4
"362","swam miles",4
"363","total death",4
"364","turd world",4
"365","ukraine war",4
"366","unlawful killings",4
"367","utterly forgotten",4
"368","video game",4
"369","video plays",4
"370","wait till",4
"371","west germanic",4
"372","white nationalist",4
"373","win win",4
"374","wing bias",4
"375","wing party",4
"376","writer director",4
"377","yankee beetles",4
"378","absolutely disgusting",3
"379","actual troops",3
"380","adopted islam",3
"381","aged liberal",3
"382","ages ago",3
"383","american dream",3
"384","american flag",3
"385","american mind",3
"386","anti russia",3
"387","armed resistance",3
"388","ass kids",3
"389","atrocity propaganda",3
"390","average american",3
"391","average chinese",3
"392","average cost",3
"393","average jew",3
"394","average person",3
"395","avoiding civil",3
"396","baby killers",3
"397","ban evading",3
"398","banking system",3
"399","basket weaving",3
"400","bed bugs",3
"401","beheaded babies",3
"402","belief system",3
"403","black hat",3
"404","black hats",3
"405","black women",3
"406","blame european",3
"407","body count",3
"408","boomer generation",3
"409","boomer parents",3
"410","british person",3
"411","brown hands",3
"412","buck broken",3
"413","capitalism destroys",3
"414","capitalist lie",3
"415","cheat code",3
"416","china nuke",3
"417","civilian casualties",3
"418","class annoying",3
"419","closed doors",3
"420","commie block",3
"421","complete control",3
"422","conspiracy theories",3
"423","conspiracy theory",3
"424","copy cat",3
"425","court martial",3
"426","criminal charges",3
"427","current price",3
"428","cute girls",3
"429","days ago",3
"430","dead bodies",3
"431","deaf ears",3
"432","death threats",3
"433","declares war",3
"434","defense systems",3
"435","degenerate subhuman",3
"436","delivers remarks",3
"437","digit thousands",3
"438","digital device",3
"439","drug addled",3
"440","drug playground",3
"441","dumb ass",3
"442","dumb bitch",3
"443","eastern european",3
"444","eastern ukraine",3
"445","economic collapse",3
"446","election results",3
"447","entire population",3
"448","eventual death",3
"449","eyes beating",3
"450","fake shill",3
"451","fat camps",3
"452","fat fuck",3
"453","fiat slaves",3
"454","field testing",3
"455","final results",3
"456","final warning",3
"457","flag operation",3
"458","free society",3
"459","frozen ditch",3
"460","fuck drug",3
"461","fuck france",3
"462","fuck israel",3
"463","fuck niggers",3
"464","fuck yeah",3
"465","fun anymore",3
"466","gang rape",3
"467","gas chambers",3
"468","gender bathroom",3
"469","generation alpha",3
"470","germanic language",3
"471","germanic speaking",3
"472","google account",3
"473","greek septuagint",3
"474","ground invasion",3
"475","ground offensive",3
"476","guaranteed access",3
"477","gutting dismembering",3
"478","guy makes",3
"479","hadrian renamed",3
"480","hair black",3
"481","half jew",3
"482","halloween day",3
"483","hand path",3
"484","hands wrote",3
"485","hate white",3
"486","highly educated",3
"487","historical claims",3
"488","hook nosed",3
"489","human flesh",3
"490","imagine believing",3
"491","imagine thinking",3
"492","import millions",3
"493","importing niggers",3
"494","innocent jew",3
"495","instant fuck",3
"496","introduced instant",3
"497","invade jew",3
"498","iran contra",3
"499","islam taking",3
"500","islamic world",3
"501","israel base",3
"502","israel defense",3
"503","israel flags",3
"504","israel rave",3
"505","israel rightfully",3
"506","israel territory",3
"507","jew bullshit",3
"508","jew civilians",3
"509","jew family",3
"510","jew fuck",3
"511","jew killing",3
"512","jew minorities",3
"513","jew nigger",3
"514","jew retard",3
"515","jew run",3
"516","jew sage",3
"517","jew settlers",3
"518","jew system",3
"519","jew trick",3
"520","jew women",3
"521","jew wont",3
"522","jew word",3
"523","job retard",3
"524","joyce dewitt",3
"525","kicked natives",3
"526","land grab",3
"527","land kill",3
"528","leading report",3
"529","liberal party",3
"530","liberal white",3
"531","life affirming",3
"532","literal niggers",3
"533","literally fighting",3
"534","literally white",3
"535","live israel",3
"536","live president",3
"537","live streams",3
"538","living alongside",3
"539","local population",3
"540","love arab",3
"541","lying jew",3
"542","maid outfits",3
"543","major intelligence",3
"544","male salary",3
"545","manufacture consent",3
"546","marry children",3
"547","mass immigration",3
"548","mass murder",3
"549","massive amounts",3
"550","massive faggot",3
"551","median groceries",3
"552","median male",3
"553","medical bills",3
"554","mental breakdowns",3
"555","mental gymnastics",3
"556","mentally ill",3
"557","military juntas",3
"558","mind control",3
"559","mind tricks",3
"560","minor misstep",3
"561","modern cars",3
"562","modern germanic",3
"563","money stolen",3
"564","morality clause",3
"565","muggy swamp",3
"566","muhammad deceived",3
"567","music festival",3
"568","muslim nations",3
"569","muslim women",3
"570","native american",3
"571","natural law",3
"572","nazi germany",3
"573","nigger import",3
