"","word","n"
"1","janitor applications",196
"2","haven sheikh",80
"3","white women",53
"4","federal reserve",41
"5","social security",40
"6","money supply",28
"7","social media",22
"8","mentally ill",21
"9","lose weight",19
"10","makes sense",18
"11","jesus christ",17
"12","land war",17
"13","white slaves",17
"14","carbon based",16
"15","blah blah",15
"16","fast food",15
"17","west ukraine",15
"18","blood clots",14
"19","corn syrup",14
"20","god damn",14
"21","limited hangout",14
"22","pic related",14
"23","video games",14
"24","fat fuck",13
"25","minimum wage",13
"26","public school",13
"27","real life",13
"28","anti white",12
"29","counter offensive",12
"30","dumb fuck",12
"31","flat earth",12
"32","nigger tier",12
"33","paper money",12
"34","professional spaniard",12
"35","thin air",12
"36","white race",12
"37","average person",11
"38","east ukraine",11
"39","hate niggers",11
"40","mexican government",11
"41","screen shot",11
"42","single mom",11
"43","white girls",11
"44","white guy",11
"45","white supremacy",11
"46","amber heard",10
"47","based life",10
"48","black women",10
"49","blue eyes",10
"50","civil war",10
"51","convergent evolution",10
"52","feel bad",10
"53","flu shot",10
"54","free money",10
"55","health care",10
"56","love america",10
"57","roman empire",10
"58","school shootings",10
"59","solar system",10
"60","stem cell",10
"61","taco bell",10
"62","white male",10
"63","world class",10
"64","world war",10
"65","american moon",9
"66","anne frank",9
"67","anomalies research",9
"68","antarctic treaty",9
"69","asian women",9
"70","avoid seed",9
"71","black cube",9
"72","bunkers anomalies",9
"73","call american",9
"74","cell foreskin",9
"75","century map",9
"76","chaos magic",9
"77","cognitive dissonance",9
"78","common sense",9
"79","cookies anne",9
"80","credit score",9
"81","diet avoid",9
"82","docked boats",9
"83","esoteric political",9
"84","fetus cells",9
"85","finger lakes",9
"86","free refills",9
"87","god gene",9
"88","hardware backdoor",9
"89","holy fuck",9
"90","interstellar travel",9
"91","king nigger",9
"92","lakes tattoo",9
"93","laser beam",9
"94","leak antarctic",9
"95","lost footage",9
"96","mac terrain",9
"97","map john",9
"98","maxwell submersible",9
"99","medical bills",9
"100","middle class",9
"101","military bunkers",9
"102","million cookies",9
"103","months ago",9
"104","moon lost",9
"105","mormon origin",9
"106","nigger fatigue",9
"107","pentagram map",9
"108","phone call",9
"109","political topics",9
"110","research buoy",9
"111","saturn black",9
"112","seed oil",9
"113","silent hill",9
"114","single day",9
"115","south korea",9
"116","submersible tunnel",9
"117","symbol missing",9
"118","syrup poison",9
"119","talking snake",9
"120","tattoo silent",9
"121","terrain theory",9
"122","theory etymology",9
"123","thousand seventeen",9
"124","treaty admiral",9
"125","vast majority",9
"126","video game",9
"127","walkable cities",9
"128","white girl",9
"129","archaeological establishment",8
"130","classical music",8
"131","climate change",8
"132","clot shot",8
